article,article_sentiment,article_score
"Phelan's side lost 3-1 at West Brom on Monday after leading 1-0 Premier League strugglers Hull City have sacked head coach Mike Phelan. Phelan, 54, took over as caretaker manager following Steve Bruce's departure in the summer, becoming a permanent appointment in October. But with City in the relegation zone, picking up three points from their last nine games, the club announced they had ""parted company"" with Phelan. Hull said they were already searching for a replacement, with an announcement to be made ""in due course"". Phelan made a promising start to his Hull City career, winning the manager of the month award for August, but the Tigers' last league win was on 6 November, a 2-1 victory over Southampton. Swansea'svictory over Crystal Palaceon Tuesday night sent Hull to the bottom of the table, three points from safety. Former Manchester United assistant Phelan was in charge of the club for just 85 days as a manager, plus 81 days as caretaker boss. Assistant Neil McDonald, goalkeeping coach Bobby Mimms and chief scout Stan Ternent have also left the club. On Twitter, the club said: ""We would like to thank Mike for his efforts both as assistant manager and head coach over the last two years."" This video can not be played 'Basic' errors annoy Hull boss Phelan Phelan's last game in charge was a 3-1 defeat by West Brom on New Year's Eve. City were leading 1-0 at half-time but collapsed in the second half, falling to a fifth defeat in seven games. Hull will next play fellow strugglers Swansea in the FA Cup third round before taking on Manchester United in the first leg of the EFL Cup semi-finals on 10 January. It has been a tumultuous season for the club, which isup for sale.In July, Bruceleft as managerafter gaining promotion to the Premier League with a breakdown in his relationship with vice-chairman Ehab Allam contributing to his departure. At the beginning of the season injuries had left the Tigers with only 13 fit senior players although Phelan, while in temporary charge, did begin the campaign with successive league wins. Victories have been harder to come by since September, however, and with fellow strugglers Swansea and Crystal Palace sacking their managers over Christmas, Phelan paid the price as newly promoted Hull attempt to maintain their Premier League status. Stoke manager Mark Hughes, whose teambeat Watford 2-0on Tuesday, said: ""Mike got the job under difficult circumstances and I thought recent performances had markedly improved, so it showed he was having an impact. ""He's a great football guy, but that's the Premier League for you - it's ruthless and sometimes, at this time of year, owners get panicky."" BBC Sport chief football writer Phil McNulty The dash to avoid the drop from the Premier League has claimed another victim with Hull City's sacking of Mike Phelan. Phelan has gone the same way as Alan Pardew at Crystal Palace and Bob Bradley at Swansea City as further evidence that patience simply does not - indeed some clubs feel it cannot - exist when the threat of relegation looms. And yet here is a manager who took his time to accept the Hull job when contenders were hardly queuing outside the door of the KC Stadium and after being named Premier League manager of the month in August. Phelan has also guided Hull to the EFL Cup semi-final against his former club Manchester United but this has simply not figured in the club's calculations when weighed against the fact they are bottom of the table with only 13 points from 20 games. Phelan has hardly had massive backing in the transfer market and in many games Hull actually played well without getting points on the board. This has ultimately cost him his job. The Tigers now need to choose carefully and see if they can find a way to back a new manager in the January market - with former Birmingham City manager Gary Rowett the name being mentioned after Phelan's departure. Premier League management is a brutal business but there must still be a large measure of sympathy for Phelan after taking on a task which plenty thought was a thankless one. West Bromwich Albion 3-1 Hull City BBC Humberside News & Sport BBC Sport Premier League Match of the Day Facebook Match of the Day Twitter BBC Sport Facebook BBC Sport Twitter Premier League official site Hull City official site Lopetegui latest, Arteta ball debate, Deschamps Fantasy holes with lava fields - it's golf for the 21st Century Belgian GP agrees new F1 rotational deal until 2031 Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the factory he used to work in to find out how they bake 1.4 million loaves a week Dara Ã  Briain and Isy Suttie discover strange-but-true tales The pair are joined by astronaut Helen Sharman to learn about how humans learned to survive in space A round-up of 2024's top sports stories. VideoA round-up of 2024's top sports stories Jason Manford hosts, with Maisie Adam and Jon Richardson as team captains How Claressa Shields became a boxing legend The story of how Claressa Shields overcame obstacles to reach the top of the boxing game Fantasy holes with lava fields - it's golf for the 21st Century How the man who signed Henry, Bale and Suarez is reshaping Toulouse How the role of a goalkeeper changed Can Djokovic win record 25th Grand Slam aged 37? As Hamilton turns 40, how well do you know seven-time champion? 'Epic moment!' - 355lb Pierce interception tops NFL best plays. Video'Epic moment!' - 355lb Pierce interception tops NFL best plays The Man Utd legend almost broken by Barcelona Kohli, youngsters & Bumrah - talking points from Australia's win over India Clough - the man who made Forest European champions twice How 'impressive' Man Utd caused problems on Liverpool's right side. VideoHow 'impressive' Man Utd caused problems on Liverpool's right side Australia beat India to claim series victory. VideoAustralia beat India to claim series victory Teenage kicks - what makes history-making Littler so good? Sporting highlights to look forward to in 2025 The best sports photos of 2024 - and how they were captured Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.00065748545
"Result: Bournemouth 3-3 Arsenal Arsenal come from 3-0 down to earn a point Gunners score three times in final 20 minutes Bournemouth's Francis sent off late on Result: Palace 1-2 Swansea - Rangel scores late winner Result: Stoke 2-0 Watford - Shawcross & Crouch Tom Rostance And that is that from us for another action-packed evening. See you tomorrow for Spurs v Chelsea? Go on then.Â Big Sam will be hitting the phones tomorrow, looking for a flat south of the river and two wingers. Sam Allardyce also says it is critical that his club get into the transfer market as he is losing Wilfried Zaha and Bakary Sako to the Africa Cup of Nations.Â Crystal Palace 1-2 Swansea Crystal Palace Crystal Palace manager Sam Allardyce: ""It's easily identified, the lack of energy the players had showed massively. We struggled to keep up with Swansea, we hadn't recovered properly. ""I should have made more changes bu I still don't know the squad too well. ""The second half was ours, we saw a wonder goal from Wilfried Zaha that should have got us at least a point. But we switched off and it's massively disappointing. ""You can see it with your own eyes, you don't need to be a football manager. Some people say it's rubbish but it's not, the players were trying 100% but they were not physically able to reach their usual levels. They are shattered. ""It's beyond our control, certain elements. But we can defend better for the two goals and our first-half performance was nothing like I expect to see from my team."" Crystal Palace 1-2 Swansea Crystal Palace Crystal Palace defender Damien Delaney is told that Sam Allardyce blamed the defeat on the fact Swansea had an extra day's recovery: ""It's possible but as a player at this level you should be fit enough."" Stoke 2-0 Watford Watford Watford head coach Walter Mazzarri:âWe played well, but two episodes, two mistakes, and they managed to score goals. We could have scored before them and we didnât do it, but we demonstrated we can play against a difficult team like Stoke. âWe have to keep going and give everything for the next match. Nothing is going our way, so it is just a period we are not lucky but we need to change this. âWe have many injuries, so it is not a positive period."" Crystal Palace 1-2 Swansea Swansea City Swansea first-team coachAlan Curtis,who picked the team that beat Crystal Palace 2-1, said: ""It is a terrific result for us and a huge three points. The first half performance, we were excellent and we could have gone in with more than the one goal. ""We have been accused of lacking character but we came back and won it and I thought we deserved it. In training you can see the players have the ability, it is just the confidence that has been lacking. We deserved some luck today. ""Any team under Sam Allardyce will come on strongly, they have some terrific players. We had 24 hours more rest compared to them and that may have made a difference."" Â On the club's new manager Paul Clement, who joined Curtis in the technical area later in the match, Curtis added:""He came down for some moral support, he made his presence felt at half-time, but there was not too much to say. We would have surprised a lot of people with our performance today."" Crystal Palace 1-2 Swansea Crystal Palace Crystal Palace manager Sam Allardyce: ""What went wrong? Not enough recovery time, no doubt about that. the energy of the players just couldn't get us in the faces of Swansea, they had an extra day and that told. You could see that. ""Our lads put so much in against Arsenal and you saw the effects of that. It wasn't an even playing field.Â ""It's difficult to take. We have all the science we have, we know the fatigue levels and the high intensity runs the players make and we knew they wouldn't be able to make them tonight. And they couldn't. Perhaps I picked the wrong side, I should have changed four or five. ""Whether you're tired or not you have to play and I told them that at half time. I was baffled with our first-half display, we were lumping the ball to Christian Benteke and who told them to do that? They were confused. ""It was a blatant penalty on Christian Benteke, outrageous that it wasn't given. That would have been a great lift."" Stoke 2-0 Watford Stoke City Stoke City manager Mark Hughes:Â ""We have played better and been beaten in recent weeks, we got goals at good times and then saw the game out quite comfortably. ""We didn't really have to deal with too many moments of anxiety. It's good to get a clean sheet, because we have shipped some poor goals in recent weeks.""Â On Peter Crouch being offered a new deal:""Peter has been playing really well and if you put balls in the right areas you know he is going to get on the end of things.Â ""He's done very well and has good support. I am sure we will get something done - he is playing as well as he ever has done.""Â #bbcfootball Jon Evans:Â Gary Rowett shouldn't rush into a job. No way Hull is the best career move for him. Meurig Jones:Given that Chelsea have only lost 8 points so far this season, this game has finished Arsenal. Only Liverpool can catch them. Antonio:We have the Wenger trifecta: Crystal Palace 1-2 Swansea Swansea caretaker manager/coach Alan Curtis has nearly lost his voice but he says his side deserved the win tonight. Full reaction to come.Â It's been a good few weeks for Chelsea hasn't it? Bournemouth 3-3 Arsenal Arsenal Arsenal manager Arsene Wenger, speaking to the BBC:âAt the start we suffered from the quality of Bournemouth. One team had over three days to recover and on top of that we suffered at the back. It was a physical test but we came back into the game and mentally it was a test and we showed we are mentally strong. I am happy to play every day but only if our opponent has done the same. âWe want to win the game and we wanted three points but on the other hand some big teams have dropped points here and when youâre 3-0 down you have to acknowledge the qualify of the response of your team. I have mixed feelings but I must recognise my team has shown great mental strength.â On refereeing decisions (Arsenal conceded a penalty for a foul by Granit Xhaka, while Ryan Fraserâs goal came after he appeared to push Hector Bellerin):âIt is no penalty, or if it is then itâs a foul [on Bellerin]. The push from Xhaka was much less strong than the push for the goal.â What a difference three points make. Swansea are on the move.Â Hull City 'An absolute disgrace' says a Hull fan on 5 live reacting to the sacking of Mike Phelan. It looks very harsh from the outside doesn't it? Although it is a results business.Â Bournemouth 3-3 Arsenal Bournemouth Bournemouth manager Eddie Howe: ""Fate conspired against us in several ways. I didnât think it was a sending off. I thought that was harsh but in the end the quality of their players showed. ""The emotion is one of disappointment but we canât forget what the players did in the first half of that game. ""Sometimes you get lost because youâre working every day but we have to remember how far weâve come and what weâre doing and at what level. But weâre here to win which is why this hurts so much."" #bbcfootball Jon Batham:Sacking of Mike Phelan by Hull City a farce. Given resources he's done well to keep in contact. What did Hull owners expect? Craig Reeves:Can't help but wonder what#HullCity,externalexpected of Mike Phelan, as they approach a League Cup semi-final with Man U next week. Jack:What a improved performance from the Swans. Desire, effort and resilience. Was Bob the problem? Come on the Swans!!!!Â   #bbcfootball Ope Mosuro: Chelsea must be loving these new year fixtures, first Liverpool and now Arsenal dropped points in winnable games Paul Murphy:Get promoted. Don't spend money on quality players. Sack manager. Yep, I can see your logic@HullCity,external Vincent Wood: Some people will tell you, ""you cannot love & hate the same thing at the same time."" Those people have never supported Arsenal Bournemouth 3-3 Arsenal Arsenal Arsenal manager Arsene Wenger:""They started much faster and with 20 minutes to go we were 3-0 down so thatâs a mental test. We refused to lose the game. ""Bournemouth deserve a lot of credit but the disadvantage is too big to play against a team with three and a half days recovery. Thatâs too big a handicap. But they are a good team with quality and they played with pace. ""We had some players at half time who had problems. I changed it early in the second half and I believe we refused to lose. Thereâs a great resilience in the team and we saw that today. ""We dropped two points but we have to do better in the other games and hope other teams will drop points. ""It was not a result we wanted before the game but at 3-0 down weâd have signed for 3-3.Â  We were unlucky in some decisions tonight."" Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
" The UK's ambassador to the EU, Sir Ivan Rogers, resigns months before Brexit talks begin. Republicans drop a proposal to gut a congressional ethics watchdog after a critical Donald Trump tweet. A suspected firearm was found in a car carrying a man shot dead by police near the M62, the IPCC says. Four Chelsea fans who pushed a black man off a Paris Metro train are given suspended sentences. A UK soldier's death in Iraq was the result of an accidental shooting, the BBC understands. Two-year-old Bowdy Shoff saved his twin brother Brock after a chest of drawers fell on him. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. US car giant Ford says it is cancelling a $1.6bn (Â£1.3bn) plant it had planned to build in Mexico. Popular Fox News presenter Megyn Kelly, who has worked at the channel for 12 years, is to join NBC. Doctors warn of the potential harms of undertaking a radical new year detox. The Gambia's electoral commission chief has gone into hiding, his family tells the BBC. China launches a direct rail freight service to London, as part of its drive to develop trade and investment links with Europe. Text, radio and BBC 5 live Final Score coverage as Arsenal aim to go third and Sam Allardyce takes charge of his first home game as Crystal Palace boss. We talked about depression and two days later she was dead How exam coursework launched singer Jorja Smith's career How a refugee and border guard found love Twitter users take the First Day Back to task A tour of some of London's oldest and most intriguing pubs Will your home rise or fall in value this year? GB Taekwondo chiefs admit ""reservations"" over Olympic champion Jade Jones taking part in a Channel 4 ski jump show before the World Championships. When cat videos go viral",Positive,0.99996257
" The UK's ambassador to the EU, Sir Ivan Rogers, resigns months before Brexit talks begin. Republicans drop a proposal to gut a congressional ethics watchdog after a critical Donald Trump tweet. A suspected firearm was found in a car carrying a man shot dead by police near the M62, the IPCC says. Four Chelsea fans who pushed a black man off a Paris Metro train are given suspended sentences. A UK soldier's death in Iraq was the result of an accidental shooting, the BBC understands. Two-year-old Bowdy Shoff saved his twin brother Brock after a chest of drawers fell on him. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. US car giant Ford says it is cancelling a $1.6bn (Â£1.3bn) plant it had planned to build in Mexico. Popular Fox News presenter Megyn Kelly, who has worked at the channel for 12 years, is to join NBC. Doctors warn of the potential harms of undertaking a radical new year detox. Irish writer Sebastian Barry wins the Costa novel prize, for the second time, with his historical work Days Without End. China launches a direct rail freight service to London, as part of its drive to develop trade and investment links with Europe. Text, radio and BBC 5 live Final Score coverage as Arsenal aim to go third and Sam Allardyce takes charge of his first home game as Crystal Palace boss. We talked about depression and two days later she was dead How exam coursework launched singer Jorja Smith's career How a refugee and border guard found love Twitter users take the First Day Back to task A tour of some of London's oldest and most intriguing pubs Will your home rise or fall in value this year? GB Taekwondo chiefs admit ""reservations"" over Olympic champion Jade Jones taking part in a Channel 4 ski jump show before the World Championships. When cat videos go viral",Negative,1.1262489e-08
" The UK's ambassador to the EU, Sir Ivan Rogers, resigns months before Brexit talks begin. Republicans drop a proposal to gut a congressional ethics watchdog after a critical Donald Trump tweet. A suspected firearm was found in a car carrying a man shot dead by police near the M62, the IPCC says. Four Chelsea fans who pushed a black man off a Paris Metro train are given suspended sentences. A UK soldier's death in Iraq was the result of an accidental shooting, the BBC understands. Two-year-old Bowdy Shoff saved his twin brother Brock after a chest of drawers fell on him. A couple rescued after spending a night in survival bags in the Cairngorms speak of their ordeal. A couple rescued after spending a night in survival bags in the Cairngorms speak of their ordeal. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. US car giant Ford says it is cancelling a $1.6bn (Â£1.3bn) plant it had planned to build in Mexico. Popular Fox News presenter Megyn Kelly, who has worked at the channel for 12 years, is to join NBC. Doctors warn of the potential harms of undertaking a radical new year detox. Irish writer Sebastian Barry wins the Costa novel prize, for the second time, with his historical work Days Without End. China launches a direct rail freight service to London, as part of its drive to develop trade and investment links with Europe. We talked about depression and two days later she was dead How exam coursework launched singer Jorja Smith's career How a refugee and border guard found love Twitter users take the First Day Back to task A tour of some of London's oldest and most intriguing pubs Will your home rise or fall in value this year? Text, radio and BBC 5 live Final Score coverage as Arsenal aim to go third and Sam Allardyce takes charge of his first home game as Crystal Palace boss. When cat videos go viral",Negative,0.0013916284
" The UK's ambassador to the EU, Sir Ivan Rogers, resigns months before Brexit talks begin. Republicans drop a proposal to gut a congressional ethics watchdog after a critical Donald Trump tweet. A suspected firearm was found in a car carrying a man who was shot dead in a police operation off the M62, the watchdog the IPCC says. Four Chelsea fans accused of aggravated violence against a black man on the Paris Metro are given suspended sentences. A UK soldier's death in Iraq was the result of an accidental shooting, the BBC understands. Two-year-old Bowdy Shoff saved his twin brother Brock after a chest of drawers fell on him. Premier League bottom club Swansea City appoint ex-Derby County boss Paul Clement as their third boss of the season. Premier League bottom club Swansea City appoint ex-Derby County boss Paul Clement as their third boss of the season. A couple rescued after spending a night in survival bags in the Cairngorms speak of their ordeal. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. US car giant Ford says it is cancelling a $1.6bn (Â£1.3bn) plant it had planned to build in Mexico. A 52-year-old man who fell from a pram during an organised race event dies of his injuries. Doctors warn of the potential harms of undertaking a radical new year detox. China launches a direct rail freight service to London, as part of its drive to develop trade and investment links with Europe. We talked about depression and two days later she was dead How exam coursework launched singer Jorja Smith's career How a refugee and border guard found love Twitter users take the First Day Back to task A tour of some of London's oldest and most intriguing pubs Will your home rise or fall in value this year? Text, radio and BBC 5 live Final Score coverage as Arsenal aim to go third and Sam Allardyce takes charge of his first home game as Crystal Palace boss. When cat videos go viral",Negative,0.17918445
" The UK's ambassador to the EU, Sir Ivan Rogers, resigns months before Brexit talks begin. Republicans drop a proposal to gut a congressional ethics watchdog after a critical Donald Trump tweet. A suspected firearm was found in a car carrying a man who was shot dead in a police operation off the M62, the watchdog the IPCC says. Four Chelsea fans accused of aggravated violence against a black man on the Paris Metro are given suspended sentences. A UK soldier's death in Iraq was the result of an accidental shooting, the BBC understands. Two-year-old Bowdy Shoff saved his twin brother Brock after a chest of drawers fell on him. Premier League bottom club Swansea City appoint ex-Derby County boss Paul Clement as their third boss of the season. Premier League bottom club Swansea City appoint ex-Derby County boss Paul Clement as their third boss of the season. A couple rescued after spending a night in survival bags in the Cairngorms speak of their ordeal. A search involving a police helicopter is taking place for a driver who fled after an apparent hit-and-run crash in which two men died. US car giant Ford says it is cancelling a $1.6bn (Â£1.3bn) plant it had planned to build in Mexico. A 52-year-old man who fell from a pram during an organised race event dies of his injuries. Doctors warn of the potential harms of undertaking a radical new year detox. China launches a direct rail freight service to London, as part of its drive to develop trade and investment links with Europe. We talked about depression and two days later she was dead How exam coursework launched singer Jorja Smith's career How a refugee and border guard found love Twitter users take the First Day Back to task A tour of some of London's oldest and most intriguing pubs Will your home rise or fall in value this year? Text, radio and BBC 5 live Final Score coverage as Arsenal aim to go third and Sam Allardyce takes charge of his first home game as Crystal Palace boss. When cat videos go viral",Negative,6.0611e-15
"This video can not be played They are counting the animals one-by-one at London Zoo. The annual stocktake is required for the zoological gardens' licence. Last year, 18,430 were counted out of a total of 712 species. Zoo counts its animals one-by-one. Video, 00:00:42Zoo counts its animals one-by-one Up Next. Timelapse shows rapid spread of Palisades wildfire. Video, 00:00:43Timelapse shows rapid spread of Palisades wildfire Inside neighbourhood totally lost in LA fires. Video, 00:00:50Inside neighbourhood totally lost in LA fires Houses burnt to the ground as wildfires tighten grip on LA. Video, 00:01:11Houses burnt to the ground as wildfires tighten grip on LA Jimmy Carter lies in state after procession to US Capitol. Video, 00:02:02Jimmy Carter lies in state after procession to US Capitol Man trapped inside driverless car as it spins in circles. Video, 00:01:41Man trapped inside driverless car as it spins in circles Ros Atkins on...Elon Musk's political interventions. Video, 00:02:26Ros Atkins on...Elon Musk's political interventions Race to find survivors after deadly Tibet earthquake. Video, 00:00:43Race to find survivors after deadly Tibet earthquake Watch: Snow blankets parts of US as cold snap takes hold. Video, 00:00:59Watch: Snow blankets parts of US as cold snap takes hold Watch: Michael J Fox, Bono and Anna Wintour awarded Medal of Freedom. Video, 00:01:21Watch: Michael J Fox, Bono and Anna Wintour awarded Medal of Freedom Watch: Mixed emotions as people return to street of New Orleans attack. Video, 00:01:08Watch: Mixed emotions as people return to street of New Orleans attack Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.95759875
"The Christmas special saw the team of midwives relocate to South Africa Call the Midwife was the most-watched programme on Christmas Day - but audiences on 25 December fell to their lowest level on record, figures show. The historical drama attracted an audience of 9.2 million. It is the smallest number of viewers for Christmas Day's top show since the current ratings system began in 1981. Mrs Brown's Boys got nine million viewers, the Strictly Come Dancing special had 8.9 million and The Great Christmas Bake Off had 8.2 million. Data from those watching on-demand services on smartphones and computers is not included in the figures, from research body Barb. Call the Midwife fans saw the nuns and nurses from Nonnatus House travel to South Africa in a bid to prevent a hospital from closing down. Heidi Thomas, creator and writer of the Call the Midwife, said: ""We are always so proud to be part of BBC One's Christmas Day schedule, and absolutely delighted that so many people joined us. ""At this special time of year it really feels as though the cast, crew and audience of Call The Midwife are one big family, and we can't wait to share series six with everyone."" The new series returns to BBC One later this month. The Queen's Christmas Message was in the top 10 BBC One had eight of the 10 most-watched programmes on 25 December, while ITV had two. ITV soap Coronation Street drew 8.1 million viewers, while Emmerdale pulled in 6.2 million. The other top 10 programmes for Christmas Day were Doctor Who, EastEnders, The Queen's Christmas Message and Disney film Frozen. Audiences for Christmas Day - which traditionally attracts big audiences - have been falling in recent years with the introduction of catch-up and on-demand services. No programme has attracted more than 20 million viewers since 2001, and the figure of 15 million has not been achieved since 2008. Call The Midwife's 9.2 million is just over half the number who watched Wallace And Gromit: A Matter Of Loaf And Death in 2008 (16.2 million). The single biggest Christmas Day TV audience was recorded in 1989 when 21.8 million watched the UK premiere of the film Crocodile Dundee. The average Christmas Day audience this decade is 11.1 million. In the 1980s, it was 18.5 million. Follow us onFacebook,external, on Twitter@BBCNewsEnts,external, or on Instagram atbbcnewsents,external. If you have a story suggestion emailentertainment.news@bbc.co.uk,external. Len's last Strictly helps BBC top ratings Sherlock beats Queen in festive ratings Queen inspired by 'acts of goodness' Call the Midwife Barb - viewing data Keir Starmer and Kemi Badenoch clash over a national inquiry into grooming gangs Thousands flee three LA wildfires as forecasters warn worst is yet to come Watch: Timelapse shows rapid spread of Palisades wildfire How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions A journalist's murder highlights risks of reporting in small-town India Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Cryptocurrencies and personal AI: Tech to watch out for in 2025 Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,2.1251777e-10
"The cost of annual season tickets has increased by 1.9%, analysis by the BBC England Data Unit found Commuters in some parts of England will be worse off than others from rail fare rises, which were called a""kick in the teeth""by critics. In some areas there was no increase in annual season ticket prices, despite wage growth. Others have seen their annual fares rise despite average pay having fallen. Across the UK rail fares of all types - from season tickets to single journeys - increased by an average of 2.3% on the first weekday of the new year. Analysis by the BBC England Data Unit found annual season tickets had increased in cost by 1.9%, while median take-home pay had increased by 2%. The government said wages were growing faster than regulated fares, which include season tickets. Passengers commuting to Manchester with the most popular annual season tickets saw no increase at all, while the median take-home wage increased 2.8%. Annual passes from East Didsbury, Macclesfield, Stockport, Altrincham, Wilmslow, Rochdale, Ashton-under-Lyne, Bolton, Glossop and Knutsford are all the same price as they were before the increase. Yet commuters in Liverpool will pay 1.9% more for an annual pass. This is despite median wages having fallen, according to theOffice for National Statistics,external. For more stories from the BBC England Data Unit follow our Pinterest board,external. Someone travelling from Runcorn to Liverpool would pay Â£1,532 for their annual pass, Â£28 more than in 2016. In Liverpool the average full-time wage, after tax and National Insurance deductions, fell from Â£21,901 in 2015 to Â£21,634 in 2016. The most expensive annual season ticket per mile travelled is Harlow Town to London Liverpool Street. A commuter pays Â£3,496, which is Â£64 more than in 2016. It works out at 39p per mile travelled. The figures are based on a Campaign for Better Transport (CBT) list of the most commonly used commuter services in six major cities. Our analysis of the figures was based on full-time workers using an annual season ticket five days a week, except on bank holidays or on 25 days of annual leave. Get the data here,external Lianna Etkind, public transport campaigner at the CBT, said: ""Wages remain stagnant and trains continue to be hopelessly overcrowded, so commuters are rightly angry at annual fare rises when they see little or no improvement in the service they receive. ""Many commuters are now being charged at a similar level to a premium rate phone number for their season tickets and are left feeling equally as fleeced. ""It's high time the government introduced a fairer ticketing system that actively encouraged rail travel, not penalised people for choosing to take the train."" According to the Rail Delivery Group (RDG), which represents train operators, about 97p in every pound paid by passengers goes back into running and improving services. RDG chief executive Paul Plummer said: ""Money from fares is helping to sustain investment in the longer, newer trains and more punctual journeys that passengers want."" The Department for Transport said it had saved commuters money by capping season ticket increases so they are in line with inflation. Transport Secretary Chris Grayling said: ""Thanks to action by the government on train ticket prices, wages are growing faster than regulated fares."" Northern Rail, which runs commuter services into Manchester, confirmed it had not increased annual season ticket fares but said other prices had risen. It declined to comment further. New year rail strike enters second day Rail fare hike: 'This is a story of success' Audio, 00:01:33Rail fare hike: 'This is a story of success' Keir Starmer and Kemi Badenoch clash over a national inquiry into grooming gangs Thousands flee three LA wildfires as forecasters warn worst is yet to come Watch: Timelapse shows rapid spread of Palisades wildfire How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions A journalist's murder highlights risks of reporting in small-town India Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Cryptocurrencies and personal AI: Tech to watch out for in 2025 Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999707
