article,article_sentiment,article_score
"Andrew Broadhead and his daughter Kiera both died in the blaze at their family home A burglar who killed a father and daughter in a fire he started in an attempt to cover his tracks has been jailed for 20 years. Daniel Jones, 29, set a house in Stanley, Wakefield, alight in October 2016 in a bid to destroy CCTV evidence of a nearby break-in. Andrew Broadhead, 42, and his daughter Kiera, eight, died in the fire. At Leeds Crown Court, Jones, of Knottingley, was cleared by a jury of murder but convicted of manslaughter. This video can not be played Burglar Daniel Jones was seen on CCTV buying fuel at a petrol station and setting fire to a house. More on this story and others in Leeds and West Yorkshire The court heard Mr and Mrs Broadhead and their two daughters were asleep in their home in the early hours of 19 October when Jones poured petrol through their front door letterbox and set it alight. Daniel Jones was cleared by a jury of murder but convicted of manslaughter Mrs Broadhead and Mia managed to escape, but Mr Broadhead and Kiera were overcome by the rapidly spreading smoke and were later pronounced dead at the scene in Ash Crescent. The jury heard how Jones was worried that CCTV footage from the home would reveal a raid he carried out three days earlier. Judge Mr Justice Morris gave special permission for Kiera's 13-year-old sister Mia to read a statement, in which she described her sibling as the ""world's brightest star"". Usually, children aged under 14 are not allowed to sit in the public gallery at crown court hearings. Daniel Jones set fire to the house on Ash Crescent in an attempt to destroy CCTV footage The teenager wiped away tears as she said her father was ""the world's greatest superhero"". Speaking at the witness box, she told the court: ""He was my hero. ""I am thankful for his happiness, kindness and his love for everyone - the way he was positive and how he always lifted everybody's spirits."" Speaking about her sister Kiera, she said: ""I am thankful for the eight years we had with her - for her kindness, her funniness, her caring for one another and her humour. ""She didn't deserve this, neither of them did."" Jones, of Spawd Bone Lane, thought a camera may have recorded him stealing a safe from a friend's home on the same road a few days earlier. It later turned out the camera was not even working properly. Police arrested Jones three days after the fire in Stanley During the trial, CCTV was shown of Jones buying fuel at a petrol station, then arriving at the Broadhead's home and setting fire to it. Tracker evidence was also used from his van to confirm his movements on the night of the fire, the Crown Prosecution Service said. Det Ch Insp Nicola Bryar, of West Yorkshire Police, said the crime had shocked ""the whole of West Yorkshire"". ""It is difficult to know where to start to describe the sheer madness and callousness of Jones's actions in trying to cover up a burglary by setting fire to a family home,"" she said. ""It is no exaggeration to say he has left the Broadhead family facing a lifetime of loss."" Man guilty of house-blaze manslaughter Man denies house blaze murders Fatal fire 'started to cover up burglary' HM Courts & Tribunals Service 'Robbie Williams' to play at Calderdale indie cinema's showing of new biopic Appeal issued to find relatives of man living in Bradford who has died One of Halifax's best-loved restaurants announces new premises and bar Commuter hits out over 'sheet ice' at Bradford train station Leeds man and teenager to appear in court charged with violent disorder and arson following Harehills disorder Director of Yorkshire firms given nine-year ban for âscheme designed to undermine the insolvency systemâ At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,3.5268263e-16
"The actress alleges Steven Seagal propositioned her while she auditioned for a role Actress Portia de Rossi has accused actor and producer Steven Seagal of sexual harassment. The Arrested Development actress, who is married to US talk show host Ellen DeGeneres, made the allegation in a tweet posted on Wednesday night. She alleges that during a film audition Mr Seagal told her ""how important it was to have chemistry off-screen"" before unzipping his trousers. Mr Seagal's manager told BBC News that the actor had no comment. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. The 65-year-old is best known for his action roles during the 1980s and 1990s, including Under Siege and Flight of Fury. He wasgiven Russian citizenship by President Vladimir Putin in 2016. Several other women have come forward to accuse Mr Seagal of inappropriate behaviour and harassment, including the Good Wife actress Julianna Margulies and model Jenny McCarthy. He is the latest person in Hollywood to stand accused of sexual harassment or sexual assaultafter women began coming forward about producer Harvey Weinstein. Harvey Weinstein has denied all allegations of non-consensual sex made against him. Steven Seagal has bonded with the Russian president over martial arts In the tweet, Ms de Rossi said her complaints about Mr Seagal's behaviour were dismissed at the time by her agent. She did not specify which movie the audition was for, or in which year the incident allegedly happened. The Australian-American actress has been married to television host Ellen DeGeneres for nine years. Ms DeGeneres shared Ms de Rossi's tweet with her 75 million followers on Thursday with the caption: ""I am proud of my wife"". New allegations against Kevin Spacey More stars face harassment accusations Harvey Weinstein's accusers Director Toback accused of sexual harassment At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"Twitter has suspended its verified-profile scheme and described it as ""broken"", following complaints over the type of accounts being verified. Typically, prominent people, including musicians, journalists and company executives, get a blue icon on their profile after proving their identity. However, some far-right and white-supremacist accounts have now also been verified. Twitter founderJack Dorsey,externalsaid the scheme would now be ""reconsidered"". Verified profiles display a blue badge next to their name In a statement, the company said: ""Verification was meant to authenticate identity and voice, but it is interpreted as an endorsement or an indicator of importance. ""We recognise that we have created this confusion and need to resolve it."" The company said no further ""general"" accounts would be verified, while it worked on a fix. Twitter has been making a series of changes to address abuse and harassment on the social network. Last week, itpublished a rewritten version of its rules, which it said would make them easier to understand. Twitter's rewritten rules published At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"The Independent Inquiry into Child Sexual Abuse has admitted breaching its own procedures by publishing a victim's name despite his right to anonymity. The man's name appeared on its website in the title of a document. The inquiry said it removed the name as soon as it was brought to its attention. It was the seventh time the inquiry had been alerted to such a breach. It notified the privacy watchdog - the Information Commissioner - and said it was reviewing its practices. The inquiry, which was set up in the aftermath of the Jimmy Savile scandal, aims to investigate claims against local authorities, religious organisations, the armed forces and public and private institutions - as well as people in the public eye. The inquiry (IICSA) is protecting the identities of more than 1,000 children or victims of child sexual abuse. The life-long anonymity of victims of sexual offences is protected by law. How the child sexual abuse inquiry works Thursday's breach was spotted by a BBC journalist who alerted the inquiry to the fact that it had named a man who was applying for so-called ""core participation"" status at the inquiry. The name was given in the title of a document, published for about a day, but had redacted that information elsewhere. The inquiry said: ""We understand that the document was viewed five times during that period. ""It was removed as soon as it was brought to our attention and the individual is being contacted and will be offered support."" Since the inquiry began in March 2015, it has been alerted to seven breaches of anonymity and on four occasions, including this one, it reported itself to the Information Commissioner. There are 1,150 people taking part in the inquiry who have had their identities hidden through the use of code numbers - this includes 200 core participants who have the right to take part directly in inquiry hearings. The names of another 575 people are also protected because they are alleged perpetrators in cases where there has been no conviction or findings suggesting their guilt. Richard Scorer, specialist abuse lawyer at Slater & Gordon solicitors who acts for many core participants at the inquiry, said: ""This breach is totally unacceptable and it is extremely worrying that such a serious breach could occur. ""Such a breach would constitute contempt of court under the inquiry's own rules. ""They need to review their procedures very urgently and ensure there  is absolutely no repetition."" At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.99999964
"Theresa May has outlined plans to set the UK's departure date and time from the EU in law, warning she will not ""tolerate"" any attempt to block Brexit. She said the EU Withdrawal Bill would be amended to formally commit to Brexit at 23:00 GMT on Friday 29 March 2019. The bill will be scrutinised by MPs next week - but the PM warned against attempts to stop it or slow it down. Mrs May waswriting in the Daily Telegraph,externalas a fresh round of Brexit negotiations are due to begin later. The UK is due to leave the European Union after 2016's referendum in which 51.9% of voters backed Brexit. Gordon Brown predicts Brexit 'crisis point' Barnier: 'Time is pressing' in Brexit talks NI must 'abide by EU rules' to avoid hard border Brexit: All you need to know The prime minister said the decision to put the specific time of Brexit ""on the front page"" of the Brexit bill showed the government was determined to see the process through. ""Let no-one doubt our determination or question our resolve, Brexit is happening,"" she wrote. ""It will be there in black and white on the front page of this historic piece of legislation: the United Kingdom will be leaving the EU on March 29, 2019 at 11pm GMT."" The draft legislation has already passed its second reading, and now faces several attempts to amend it at the next part of its parliamentary journey - the committee stage. Mrs May said most people wanted politicians to ""come together"" to negotiate a good Brexit deal, adding that MPs ""on all sides"" should help scrutinise the bill. She said the government would listen to MPs if they had ideas for improving the bill, but warned against attempts to halt the process. Post-Brexit trade proposals published Corbyn: Agree transition deal now Rudd: Brexit without deal 'unthinkable' ""We will not tolerate attempts from any quarter to use the process of amendments to this Bill as a mechanism to try to block the democratic wishes of the British people by attempting to slow down or stop our departure from the European Union."" MPs have previously been told there have been 300 amendments and 54 new clauses proposed. David Davis is due to take part in a fresh round of Brexit negotiations The PM said the ""historic"" bill was ""fundamental to delivering a smooth and orderly Brexit"" and would give ""the greatest possible clarity and certainty for all businesses and families across the country"". Labour MP and remain campaigner, Chuka Umunna, said many experts believed the March 2019 leaving date did not give much time for negotiations. He told BBC Radio 5 live: ""Lord Bridges said he could not see the government being able to negotiate the transition arrangement, like the bridge to us leaving, and the divorce bill, by 2019.  So we may actually need more time."" Lord Kerr, the former diplomat who helped draft Article 50 of the Lisbon Treaty - the mechanism the UK has used to exit the EU - said putting the Brexit date on the bill did not mean the withdrawal process was irreversible. The cross-bench peer told BBC Radio 4's Today programme that decisions such as these were being made in Westminster, and ""had nothing to do with the treaty, and they have nothing to do with the views of our partners in Brussels"". But the Conservative MP and leave campaigner, Peter Bone, welcomed the decision to enshrine the leaving date in law, saying it was a ""really big, important step"". It comesas a leaked account of a meeting of EU diplomats this weeksuggested that Northern Ireland may have to abide by the EU's rules on the customs union and single market after Brexit - in order to avoid the introduction of border checks. Both Britain and the EU say they are committed to ensuring that Brexit does not undermine the 1998 Good Friday peace agreement or lead to the emergence of hard-border with the Republic of Ireland. However, BBC correspondent Adam Fleming said the commission's suggestion appeared to be at odds with comments made by the Northern Ireland Secretary, James Brokenshire, this week. Mr Brokenshire said it was ""difficult to imagine"" Northern Ireland remaining in either the customs union or the single market after Brexit. Sturgeon 'kept in dark' over Brexit Davis stands firm on Irish border issue Brown predicts 'crisis point' Barnier: 'Time pressing' in Brexit talks Brexit is 'getting dramatic', says EU Comments can not be loaded To load Comments you need to enable JavaScript in your browser At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.0022117954
"Charlie Elphicke has denied any ""criminal wrongdoing"" A Conservative MP suspended by his party after ""serious allegations"" were made against him says he still does not know what he is accused of. Charlie Elphicke, a former party whip who has been the MP for Dover and Deal since 2010, has denied any ""criminal wrongdoing"". In a statement, the married 46-year-old said: ""So what then is [the] explanation for what I am accused of?"" The Conservative Party has not yet commented on his statement. Referring to an explanation for his suspension, Mr Elphicke said: ""I cannot give one. Because I do not know what I am accused of."" He claimed the process being followed by the party was ""fundamentally wrong"". The Conservatives have recently published anew code of conductfor MPs and other elected representatives. Mr Elphicke,who was suspended last Friday, added: ""The fact is that this whole area of reporting misconduct and managing allegations of misconduct is a mess."" He said he had received no further information since being told by the chief whip that serious allegations made against him had been passed to the police. ""I asked what the allegations were and he would not tell me,"" he said. ""He only said that he and the prime minister had decided the whip should be suspended from me. ""So extraordinary as it may seem, I am no wiser now than I was on Friday evening."" It is not clear which police force is dealing with the allegations, but when asked for a statement the Metropolitan Police said: ""The Met does not identify any person who may, or may not be, subject to an investigation. ""Following the receipt of any allegation, investigating officers will only make contact with potential suspects if and when it is operationally appropriate to do so."" Mr Elphicke said it was ""a denial of justice when people who have had allegations made against them, lose their job or their party whip without knowing what those allegations are"". He said this was ""fundamentally wrong"" and an ""injustice to those who stand accused"". Everyone should be ""equal before the law"", and was ""innocent until proven otherwise"". Mr Elphicke concluded: ""Whatever it turns out I stand accused of, I deny any criminal wrongdoing."" Tory MP Charlie Elphicke suspended Tories publish new code of conduct Charlie Elphicke MP Drivers complain of âhorrendousâ delays due to roadworks Wintry Weather Alert: Snow and Ice Expected for Kent tonight! First pictures as snow starts falling across Kent after weather warning issued Two men push woman to the ground and steal bag in Dover street robbery Long-awaited Â£20m leisure centre revamp could start next year Huge turnout as anger mounts over âdevastatingâ impact on town of shock rating At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"Follow Kent 'Growing demand' for Eurostar to return to town Trains have not stopped at purpose-built stations at Ashford or Ebbsfleet since March 2020. In pictures: Snow begins to fall in the South East The Big Cat Sanctuary welcomes two white lionesses Cost of Blue Bell Hill improvements soars by Â£50m 'Back on track' after festive trading, says Hornby Mask wearing returns for visitors at Kent hospital Cold snap grips UK as -20C possible overnight 'The sea is not swimmable' - Deal campaigners Jabs call after 70 in hospital with flu at Christmas Soldier who stormed migrant hotel spared prison Concern for welfare of missing couple Health warnings as cold weather alert kicks in 'Is this my happy place?' BBC Radio Kent. Audio, 00:04:58'Is this my happy place?' BBC Radio Kent Secret Kent. On the trail of William Garrow. Audio, 9 minutesSecret Kent On the trail of William Garrow '2 years on and we've still not had the video' BBC Radio Kent. Audio, 00:05:00'2 years on and we've still not had the video' BBC Radio Kent Locals buy The Larkins' Pub. BBC Radio Kent. Audio, 00:02:07Locals buy The Larkins' Pub BBC Radio Kent Send us a message on 08081 002250 or tap below Tonight, Low Low of1Â° Thursday 9 January,ThuÂ9th High of3Â° Low of-4Â° Friday 10 January,FriÂ10th High of3Â° Low of-2Â° Saturday 11 January,SatÂ11th High of4Â° Low of-2Â° Sunday 12 January,SunÂ12th High of5Â° Low of-1Â° Gillingham appoint Coleman after sacking manager Bonner Kent re-sign seamer Rogers for 2025 T20 Blast Bromley beat Gills to go 12 unbeaten in League Two Ebbsfleet United 0-2 Dagenham & Redbridge Controversial Stevens goal puts AFC Wimbledon second Instagram TikTok Facebook X Drivers complain of âhorrendousâ delays due to roadworks Wintry Weather Alert: Snow and Ice Expected for Kent tonight! First pictures as snow starts falling across Kent after weather warning issued Two men push woman to the ground and steal bag in Dover street robbery Long-awaited Â£20m leisure centre revamp could start next year Huge turnout as anger mounts over âdevastatingâ impact on town of shock rating Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999975
"The Independent Inquiry into Child Sexual Abuse has admitted breaching its own procedures by publishing a victim's name despite his right to anonymity. The man's name appeared on its website in the title of a document. The inquiry said it removed the name as soon as it was brought to its attention. It was the seventh time the inquiry had been alerted to such a breach. It notified the privacy watchdog - the Information Commissioner - and said it was reviewing its practices. The inquiry, which was set up in the aftermath of the Jimmy Savile scandal, aims to investigate claims against local authorities, religious organisations, the armed forces and public and private institutions - as well as people in the public eye. The inquiry (IICSA) is protecting the identities of more than 1,000 children or victims of child sexual abuse. The life-long anonymity of victims of sexual offences is protected by law. How the child sexual abuse inquiry works Thursday's breach was spotted by a BBC journalist who alerted the inquiry to the fact that it had named a man who was applying for so-called ""core participation"" status at the inquiry. The name was given in the title of a document, published for about a day, but had redacted that information elsewhere. The inquiry said: ""We understand that the document was viewed five times during that period. ""It was removed as soon as it was brought to our attention and the individual is being contacted and will be offered support."" Since the inquiry began in March 2015, it has been alerted to seven breaches of anonymity and on four occasions, including this one, it reported itself to the Information Commissioner. There are 1,150 people taking part in the inquiry who have had their identities hidden through the use of code numbers - this includes 200 core participants who have the right to take part directly in inquiry hearings. The names of another 575 people are also protected because they are alleged perpetrators in cases where there has been no conviction or findings suggesting their guilt. Richard Scorer, specialist abuse lawyer at Slater & Gordon solicitors who acts for many core participants at the inquiry, said: ""This breach is totally unacceptable and it is extremely worrying that such a serious breach could occur. ""Such a breach would constitute contempt of court under the inquiry's own rules. ""They need to review their procedures very urgently and ensure there  is absolutely no repetition."" At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.025931979
"The comments were inadvertently left on a family answerphone by officers who had been called out to deal with a ""vulnerable child"" Two police officers have been sacked after they left a message on a woman's answer machine saying they hoped her child ""would get raped"". The Avon and Somerset officers left the recording after being called to deal with a ""vulnerable child"", a misconduct hearing was told. PC Samuel Dexter and PC Hannah Mayo are heard laughing and saying they did not care what happened to the child. Both officers admitted gross misconduct and were dismissed without notice. The hearing on Tuesday at police headquarters was told the child had been reported missing before being found by PC Dexter and reunited with the family. But a short while later,according to the hearing outcome notice,external, the child's mother called the police again to report the child was ""causing problems at the family home"". En-route to the property, PC Dexter and PC Mayo phoned the mother for more information and inadvertently activated the answerphone. In the recorded message the officers can be heard laughing and saying they had ""no interest whatsoever"" in the child and both then said they hoped the child would ""get raped"". In his verdict at the hearing, Chief Constable Andy Marsh said the comments had ""broken the trust"" the child's family had in the police. He said: ""[The comments] go way beyond the boundaries that could be described as dark humour. ""I cannot accept the comments were a mistake, they were far more serious than that, and the people we serve will be appalled to hear that police officers spoke in such a way about a child."" Ch Insp Mark Edgington, of the professional standards department, said the officers had ""failed to treat the child and their family with respect"". ""Both officers used appalling and horrific language about a vulnerable missing child and their family,"" he said. ""There are no excuses for their behaviour and their actions are not reflective of our force or the officers and staff who work extremely hard every day to safeguard and protect vulnerable people."" Both officers have offered ""fulsome apologies"" to the child and their family. Avon & Somerset Police Flu pressures build on both of Bristol's two hospitals âHotter than a Turbo Island bonfireâ TV chef Paul Ainsworth makes exciting announcement about 'landmark' boutique hotel Southmead hospital instructs visitors and staff to wear masks Sound engineer crafts device to play records through digital set up X-Press makes a Mark on local charity At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,2.8757972e-11
"Charlie Elphicke has denied any ""criminal wrongdoing"" A Conservative MP suspended by his party after ""serious allegations"" were made against him says he still does not know what he is accused of. Charlie Elphicke, a former party whip who has been the MP for Dover and Deal since 2010, has denied any ""criminal wrongdoing"". In a statement, the married 46-year-old said: ""So what then is [the] explanation for what I am accused of?"" The Conservative Party has not yet commented on his statement. Referring to an explanation for his suspension, Mr Elphicke said: ""I cannot give one. Because I do not know what I am accused of."" He claimed the process being followed by the party was ""fundamentally wrong"". The Conservatives have recently published anew code of conductfor MPs and other elected representatives. Mr Elphicke,who was suspended last Friday, added: ""The fact is that this whole area of reporting misconduct and managing allegations of misconduct is a mess."" He said he had received no further information since being told by the chief whip that serious allegations made against him had been passed to the police. ""I asked what the allegations were and he would not tell me,"" he said. ""He only said that he and the prime minister had decided the whip should be suspended from me. ""So extraordinary as it may seem, I am no wiser now than I was on Friday evening."" It is not clear which police force is dealing with the allegations, but when asked for a statement the Metropolitan Police said: ""The Met does not identify any person who may, or may not be, subject to an investigation. ""Following the receipt of any allegation, investigating officers will only make contact with potential suspects if and when it is operationally appropriate to do so."" Mr Elphicke said it was ""a denial of justice when people who have had allegations made against them, lose their job or their party whip without knowing what those allegations are"". He said this was ""fundamentally wrong"" and an ""injustice to those who stand accused"". Everyone should be ""equal before the law"", and was ""innocent until proven otherwise"". Mr Elphicke concluded: ""Whatever it turns out I stand accused of, I deny any criminal wrongdoing."" Tory MP Charlie Elphicke suspended Tories publish new code of conduct Charlie Elphicke MP Drivers complain of âhorrendousâ delays due to roadworks Wintry Weather Alert: Snow and Ice Expected for Kent tonight! First pictures as snow starts falling across Kent after weather warning issued Two men push woman to the ground and steal bag in Dover street robbery Long-awaited Â£20m leisure centre revamp could start next year Huge turnout as anger mounts over âdevastatingâ impact on town of shock rating At least two killed and 1,000 structures destroyed as wildfires rage in Los Angeles In maps: Thousands of acres on fire in LA 'Patients are collapsing in the waiting room': A&E nurses speak out Why does Trump want Greenland and what do its people think? How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' What are cold weather payments and who can get them? BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,5.251727e-17
