article,article_sentiment,article_score
"The man was found unwell in the NCP car park in Mitchell Lane, Glasgow A man, believed to be homeless, has died after being found in a Glasgow car park on one of the coldest nights of the year. The 43-year-old was discovered in the NCP car park in Mitchell Lane just before 18:00 on Sunday. He was taken to hospital where he was pronounced dead. On Sunday, parts of Scotland recorded a low of -8.1C (17.4F). Temperatures for Monday were forecast to drop to as low as -9C (15.8F) overnight. The Met Office said Monday night would be cold and frosty for many areas and could be the coldest night across the UK as a whole. A Police Scotland spokesman said: ""About 5.50pm on Sunday 17 November 2019, police were called to a report of a man unwell within a car park in Mitchell Lane, Glasgow. ""The 43-year-old man was taken to Glasgow Royal Infirmary, where he was pronounced dead. ""A post mortem examination will take place in due course, however at this time the death is not being treated as suspicious."" A spokeswoman for Glasgow's Health & Social Care Partnership said: ""Homelessness services have not been officially notified of the death of anyone they have been working with. ""We await formal identification of the deceased and, of course, will fully assist the police and emergency services in their investigation, if requested to do so."" Update:  Glasgow city Council later confirmed that the man who had been found was not homeless. Homelessness on the rise in Scotland B&B stays for homeless to be limited to seven days Man who caused woman 'fear or alarm' given legal slap on the wrist Do you know this pooch? Cops in bid to reunite lost Drumchapel dog with owner Ardrossan road to be closed later this month while utility works take place Glasgow Airport to hold jobs fair with more than 1,000 roles up for grabs Local people with long-term health conditions can share views at Greenock meeting Woman caught on quad bike with six-year-old child without helmet LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.99764854
"This video can not be played Detective Inspector Perry Benton explains how the Met Police pieced together evidence to catch Jodie's killers Two teenagers have been jailed for life for murdering a 17-year-old girl in an east London park. Jodie Chesney was stabbed in the back as she sat with friends in Harold Hill on 1 March. Svenson Ong-a-Kwie, 19, and Arron Isaacs, 17, of Barking, were both convicted earlier this month after a trial at the Old Bailey. Ong-a-Kwie, of Romford, will serve a minimum of 26 years while Isaacs was detained for at least 18 years. Life sentence for Jodie's killers Stabbed in the back and left to die Watch Justice for Jodie documentary,external Explaining the sentences, Judge Wendy Joseph QC told the court she was ""satisfied"" Ong-a-Kwie had stabbed Jodie while Isaacs was a ""willing supporter"". ""When that knife was driven into Jodie, that intention was to kill,"" she said. She added that her death ""was part of a series of tit-for-tat attacks"" which had been ""increasing in ferocity"", and ""although the target was not Jodie... there was a degree of planning"". Svenson Ong-a-Kwie (l) and Arron Isaacs (r) were both found guilty of Jodie's murder During the trial, each of the defendants blamed each other for the attack but a jury took less than six hours to find them both guilty of murder. In an impact statement read before sentencing, Jodie's father Peter Chesney said the death of his daughter ""has destroyed my life"". The 39-year-old, who was not in court, described how a year ago he had started a new job as a salesman in the City ""and I was about to take over the world in a promising career. ""Now I sit here in the cabin in my garden writing this statement. I have left that job, the relationship with my wife has fallen apart and we are now getting divorced. I must sell my house, and above all, I have lost the most precious human being I will ever know,"" he said. This video can not be played Police body-worn video captured Svenson Ong-a-Kwie falling through a conservatory roof as officers tried to arrest him Following the stabbing, Jodie collapsed into the arms of her boyfriend Eddie Coyle who told the court he had been ""completely changed"" by the events of that night. ""I find it hard to sleep most of the time. I've been diagnosed with PTSD from this, and it keeps me up most nights so I don't sleep,"" he said. The court had heard drug dealer Ong-a-Kwie and his runner Isaacs had been looking to take revenge on rivals but had killed Jodie by mistake. She had been socialising with friends that evening when two figures emerged out of the dark and one plunged a knife in her back. The two defendants fled in another drug dealer's car but were arrested together days later as they fled from a house linked to Isaacs, the jury were told. The 17-year-old was stabbed once in the back while she was socialising with friends in Amy's Park Ong-a-Kwie had convictions for possessing and supplying drugs and had admitted being in breach of a six-week suspended sentence for handling stolen jewellery. Two other people - Manuel Petrovic, 20, of Romford, and a 16-year-old boy - were both cleared of murder and manslaughter. Met Police officer Det Insp Perry Benton described the investigation as ""one of the hardest I've ever dealt with"", adding that the defendants ""have shown no remorse from day one"". Jodie Chesney was an active Scout member who was described as ""one of our brightest and best"" by chief scout Bear Grylls Speaking following the sentencing, Jodie's uncle Terry Chesney said the family were ""happy"" with the jail terms and would now ""try"" to get on with their lives. ""Today was justice. We'll never get her back, but we've got justice,"" he said. Justice for Jodie: Searching for the Killers can be seen onBBC iPlayerin the UK and can also be seen onYouTube,external. Jodie Chesney killers jailed for life: as it happened 'It was like looking for a needle in a haystack' Video, 00:03:33'It was like looking for a needle in a haystack' Two teens guilty of murdering Jodie Chesney Jodie Chesney: Stabbed in the back and left to die HM Courts & Tribunals Service Best Valentineâs Day gifts for her 2025 Best Valentineâs Day gifts for him Tough test as Town resume chase for title Which parts of Southwark saw the most crime in 2024? Fire Brigade plans move back to old headquarters Hit Edinburgh festival thriller inspired by real-life crime comes to Hampstead LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.2726449
"The driver was charged with dangerous driving Police have criticised a BMW driver for failing to clear their windscreen, after they crashed into a pole in West Lothian. Officers were alerted to the two-car collision on Clarkson Road, Broxburn at about 09:15 on Monday. A spokesperson for the force tweeted the crash was ""likely avoidable"" had the driver cleared the frost. A 57-year-old man was charged with a number of offences including dangerous driving. He will be reported to the procurator fiscal. Police confirmed there were no serious injuries. Familyâs urgent call for local donor to help former Dundee teacher stave off leukaemia Every destination you can fly to from Edinburgh in 2025 Thursday court round-up â Nightmare neighbour and green baize disrespect Six of Scotland's largest primary schools in East Lothian, new figures reveal Edinburgh Crime: Man, 38, charged and remanded in custody following spate of city centre thefts Police searching for missing 71-year old Fife woman find body at loch LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.00019717978
"Sai Aletaha was described as ""a lovely character with a beautiful soul"" An amateur kickboxer has died after suffering a brain injury during a match. Saeideh Aletaha, 26, was critically injured at a Fast and Furious Fight Series event in Central Hall in Southampton on Saturday night. She was taken to Southampton General Hospital shortly before 21:00 GMT, but died later, police said. Hampshire Police said it had launched an investigation into exactly what happened. FFS posted a statement on Facebook confirming Ms Aletaha had not recovered from her injury, and urged any family and friends needing support to get in touch. It said: ""All competitors get in prepared that they may be injured, and this is something not expected to happen 99.9% of the time. ""But, it can, and in this we make the environment as safe as possible with pre and post medicals from a doctor, and full medical cover throughout."" It said it had a doctor, paramedic and an ambulance on site alongside its own team at the event organised by Lookborai and Exile Gym. ""Safety is not something ever skimped on in any of our 19 shows and all matches are made equal,"" it added. Fellow martial artists and friends have paid tribute to Ms Aletaha, known as Sai. One posted on Exile Gym's Facebook page: ""Saeideh Aletaha was a lovely character with a beautiful soul. ""Her dedication to the sport was 110% travelling miles every day just to train."" Knocked out in five seconds: What happened next? Ex-rugby star Haskell wants MMA success Hampshire Constabulary ""Marvellous"" new cruise ship Viking Vela makes historic city visit Gallery: Best photos from Cunard cruise ship firework display What's the number of flu patients on the Isle of Wight? Island hovercraft services suspended this evening Kai Widdrington evades capture on first episode of Celebrity Hunted Hampshire County Council votes on historic merger with elections possibly postponed LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,9.318804e-08
"This video can not be played Conservative Party donor Alexander Temerko speaks to BBC security correspondent Gordon Corera A Conservative Party donor has called for the publication of a report on alleged Russian interference in UK democracy. Alexander Temerko said the paper by the Intelligence Security Committee (ISC) should be published ""for democracy reasons"". The report has formal security clearance, but it will not be released until after the 12 December election. Downing Street hasdenied claims it is suppressing the document. Former Russian official Mr Temerko has donated more than Â£1m to the Tory Party and its candidates in recent years. ""I think for democracy reasons, this report should be released, because if there is real Russian influence, people and country should know about that,"" he told BBC security correspondent Gordon Corera. 'Shameful' not to publish Russia report - Clinton The mystery of the Russia report No 10 denies suppressing Russia interference report The Sunday Times saidnine Russian business people who had donated money to the Conservatives,externalwere named in the report. Mr Temerko, a Ukrainian-born businessman who became a British citizen in 2011, said it was ""ridiculous"" to suggest he had worked with Russia. He added he had ""never"" been considered a ""friend"" of the Kremlin or of Russian President Vladimir Putin. ""I'm against [the] Kremlin,"" he said. By Gordon Corera, BBC security correspondent Alexander Temerko is adamant he is not an agent of the Kremlin but a critic. And he wants people to know it. The failure to release the Intelligence and Security Committee Russia report has led the vacuum to be filled with speculation about what might be in it and for questions to be raised about how Russia might be trying to exercise influence on public life. Mr Temerko argues his own story - of fleeing Russia a decade and a half ago - shows he cannot be working on the Kremlin's behalf. But without seeing the details of the report, questions will remain about what it really says in terms of what other routes Moscow might have used. 'Shameful' not to publish Russia report - Clinton The mystery of the Russia report No 10 denies suppressing Russia interference report LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.27524775
"Relatives and neighbours of one of the victims attend a Buddhist prayer ceremony in Vietnam Grieving families in Vietnam have been offered loans to cover the costs of repatriating their loved ones' bodies in the wake of the Essex lorry incident, the BBC has learnt. Some relatives told the BBC they have been approached by the Vietnamese authorities with consent forms. These gave them the option of taking a loan from the government, or covering the repatriation costs themselves. The BBC has contacted the Vietnamese embassy in the UK for comment. Who are the victims? What we know Authorities found the bodies of 39 Vietnamese nationals inside a container in the town of Grays in Essex last month. Two lorry drivers have since been charged with manslaughter, and several other men have been arrested in connection with the case. Whilethe police identified all the victims ten days ago, the bodies have not yet been returned to Vietnam. Coroners in England and Wales must grant permission before a body can be moved abroad or to other parts of the UK. Consent forms seen by the BBC say: ""I, on behalf of the family, pledge to pay back all relevant expenses that the authorities have made in advance in order to repatriate them from the UK."" A section of the Vietnamese consent form shown to the BBC Victims' families have been offered a discounted price of 66 million dong (Â£2,200; $2,840) to repatriate a body or 44 million dong to bring back the ashes, the BBC has learnt. Families had already taken out loans of up to Â£40,000 to pay for smuggling their relatives to the UK. Why are Vietnamese people trying to reach the UK? Lorry death agony builds for Vietnamese families Pham Ngoc Tuan, brother of one of the victims. told the BBC's Nga Pham: ""We already had to borrow so much money, we had to mortgage what we had. I don't even know if we can borrow anymore."" ""We have been told the main issue now is money and even though we had to borrow a lot of money to send them away, we may borrow more to bring them home,"" said Tien Pham, cousin of two victims, in a Facebook live stream. In the wake of the deaths, the Vietnamese embassy in London pledged to ""closely co-ordinate with the relevant authorities of Vietnam and UK to support the families of the Vietnamese victims... to bring their loved ones home"". It also issued its ""heartfelt condolences"" to the families. Pham Thi Tra My, 26, and Nguyen Dinh Luong, 20, were among the victims Reporting by Nga Pham Vietnamese lorry death victims named Lorry death agony builds for Vietnamese families Why are Vietnamese people trying to reach the UK? LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999981
"EasyJet said it was ""investigating how the passenger was able to board the wrong flight"" Passengers were forced to disembark from a plane and wait alongside it while it was searched after a traveller boarded the wrong jet by mistake. The man had been due to travel from Liverpool to Belfast with EasyJet at 07:40 GMT but instead boarded the 07:40 flight to Jersey. The security error, which one passenger called ""pathetic"", meant the Jersey flight was delayed by about 25 minutes. EasyJet said it was investigating how the mistake had happened. After being taken off the Jersey flight, the passenger was allowed to board the plane to Belfast, which left Liverpool John Lennon Airport at 07:50. A fellow traveller, who identified himself as TheFatTrader on Twitter, said everyone on the Jersey flight had to get off while staff checked that the man had not left anything behind. He tweeted that they had been told there was ""a security breach"". ""A passenger boarded the wrong plane. Pathetic security,"" he added. Police force 'has happiest officers' Cyclist breaks 1886 penny farthing world record Fog led to taxiing plane hitting parked aircraft An EasyJet spokesman said the firm ""works closely with all of our airports to ensure the safety and security of all passengers"". ""As soon as the mistake was realised onboard before departure, it was arranged for the passenger to board their correct flight. ""We are currently investigating how the passenger was able to board the wrong flight."" A spokeswoman for the airport said it was ""working with the airline and handling agent to further investigate the circumstances"". EasyJet Liverpool John Lennon Airport Woman with appalling record is jailed again after biting nurse and kicking police Furious Mayor Steve Rotheram blasts Merseyrail and announces independent review into chaos List of schools in St Helens set to close on Friday due to weather Mum knew she had to do something after what she saw on holiday Everton sack Dyche Permission refused for convenience store to keep its click-and-collect lockers LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,9.1262515e-15
"Kylie Jenner will sell the majority of her cosmetics company for $600 million (Â£463 million). The 22-year-old's brand, including Kylie Cosmetics and Kylie Skin, will be controlled by beauty giant Coty. Kylie says she is building the brand into an ""international beauty powerhouse"". Forbes reported that she made $360 million in sales in 2018, making her the youngest self-made billionaire ever. The chairman of Coty's board called Kylie a ""modern-day icon, with an incredible sense of the beauty consumer"". Her online influence is so powerful that shereduced Snapchat's stock market value by $1.3bn(Â£1bn) when she tweeted that she does not use the app anymore. Kylie Cosmetics products are available in 1,163 Ulta Beauty stores throughout the US The reality TV star launched her brand in 2015 with a line of lipsticks, and has since then branched out into face make-up and skincare. Although she's the youngest, Kylie is the highest earner in the Kardashian family. She faced backlash after being named a ""self-made"" billionaire, but defended herself saying that none of her money has come from inheritance. She has more than 151 million followers on her personal Instagram account, as well as 22 million on her Kylie cosmetics account. Coty, which owns brands like Max Factor and Hugo Boss, will have a 51% stake in the company. It said the deal will be completed in 2020. Follow Newsbeat onInstagram,external,Facebook,external,Twitter,externalandYouTube,external. Listen to Newsbeatliveat 12:45 and 17:45 weekdays - or listen backhere. Is Kylie Jenner's wealth really 'self-made'? How a reality TV teen became a beauty giant LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999944
"Japanese tidying guru Marie Kondo, who made her name preaching against clutter, is launching an online store selling homeware and fashion. The author and media star has added a collection of more than 100 items that ""spark joy"" to her KonMari website. The range includes, among other things, an $86 (Â£66.3) scented candle and a $42 (Â£32.4) flower bouquet tote bag. In a letter posted on the site, Ms Kondo said her tidying method ""isn't about getting rid of things"". Instead, she wrote: ""It's about heightening your sensitivity to what brings you joy. ""Once you've completed your tidying, there is room to welcome meaningful objects, people and experiences into your life."" Marie Kondo - does tidiness really equal a clean mind? Marie Kondo: Are charity shops feeling the effect? Ms Kondo's books on organising have sold millions of copies and led to a spin-off series for Netflix. Her online store, which also sells storage containers and trays, opened on Monday. Its debut comes a few months after Ms Kondo announceda partnership with Japanese e-commerce giant Rakuten,external. The launch was greeted with a few eye rolls on social media. ""So now #mariekondo wants you to buy as much of her stuff as possible #ironic"",wrote one person on Twitter,external. In an interview with the Wall Street Journal, Ms Kondo said the idea for a store came out of reader questions about what items she likes to use. But she said she is not trying to encourage consumerism. ""What's most important to me is that you surround yourself with items that spark joy,"" she said. ""If the bowl that you're using currently sparks joy for you, I don't encourage replacing it at all."" LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.46425274
"The star last played Glastonbury's Pyramid Stage in 2004 One of the worst-kept secrets in pop has been confirmed: Sir Paul McCartney will headline Glastonbury in 2020. The former Beatle will top the bill on the Pyramid Stage on Saturday 27 June, a week after his 78th birthday. He last played the Somerset event in 2004, and organisers have long been keen to get him back for an encore. Next year will be Glastonbury's golden jubilee and co-organiser Emily Eavis said: ""There really was no-one that we wanted more for the 50th anniversary."" Earlier on Monday, the star teased the announcement on Twitter - posting a picture of PhilipGlass, EmmaStoneand ChuckBerry. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Emily Eavis subsequently confirmed the news, saying: ""Having Paul McCartney coming back to headline the Pyramid for the second time next year is an absolute dream come true."" In April, her father, festival founderMichael Eavis, admittedhe had the star in his sights, but asked a BBC reporter not to ""make a big thing of it"". In September,Sir Paul told BBC Radio 2the booking ""was starting to become [a] remote kind of possibility"". He told breakfast host Zoe Ball: ""My kids are saying, 'Dad, we've got to talk about Glastonbury', and I think I know what they mean. ""We played there quite a long time ago so maybe it is time to go back. I don't know. I'd have to put a few things in place."" The rock legend's last appearance on the Pyramid Stage came after a day of heavy rain that left fans soaked to the skin. But his arrival was greeted with an almighty cheer, and he responded with a joyous, two-and-a-half hour greatest hits set - opening with Wings classic Jet and racing through 22 Beatles songs, including Helter Skelter, Back In The USSR and Yesterday. ""Spare a thought for Michael Eavis. He could live to host a hundred more Glastos and he'd never top this,"" wrote the NME in its review. ""And pity us poor punters, oblivious to the fact we are sinking in mud and soaked to the skin, because every gig we go to from now will fall short of this."" The gig later won an NME Award for musical event of the year Incredibly, after playing more than 3,000 concerts, Glastonbury was the star's first ever festival set. He later recalled looking out over the the flags, banners and bedraggled fans and thinking it looked ""like the Battle of Agincourt"". He closed the show with The End, the final song on The Beatles' Abbey Road album. But it was the all-together-now chorus of Hey Jude that made a lasting impression, echoing around Worthy Farm until the early hours of Sunday morning. ""Paul won the day for me,"" said Michael Eavis after the concert. ""He hugged and kissed me afterwards but I should have kissed him."" Sir Paul later told Clash magazine: ""It was a good night for us. It was a blast, and the audience seemed to love it. It was like, 'Yeah man! People have come together!' Very uplifting."" This video can not be played Paul McCartney chats about fame, flirtation and ""mad captain"" Donald Trump. The star is the first headliner to be confirmed for Glastonbury 2020.Diana Ross will play the Sunday afternoon ""legends slot"", while other rumoured headliners include Taylor Swift, Kendrick Lamar, The 1975 and Foals. Fleetwood Mac, who have long been linked with the festival, also prompted speculation that they would be heading to Somerset next year when Mick Fleetwood told fans at Wembley Stadium they still ""had a big field to play"". But speaking at the Cheltenham Literature Festival last month, Emily Eavis ruled the band out after negotiations apparently stalled over money. ""I can't afford them at the moment,"" Michael told fans in June. ""But they said the other day that they really want to do it and if they don't do it before they die they'll go to hell."" Follow us onFacebook,external, or on Twitter@BBCNewsEnts,external. If you have a story suggestion emailentertainment.news@bbc.co.uk,external. Diana Ross to play Glastonbury legend slot Sir Paul McCartney to write a 'wonderful' musical It's a secret: Macca does Glasto? Video, 00:00:11It's a secret: Macca does Glasto? Paul McCartney's message to Taylor Swift fans BBC Music - Glastonbury Comments can not be loaded To load Comments you need to enable JavaScript in your browser LA mayor says winds and drought created 'perfect storm', while officials hit out at looters Biden praises Carter's character as former president's coffin heads to Georgia Henry Zeffman: Market trouble threatens Labour's economic plans The '9/11 mastermind' is set to plead guilty. Why is the US trying to stop him? Why are UK borrowing costs rising and what does it mean for me? Before and after: How wildfires tore through LA 'Where do I go?' Chaos on Hollywood streets as people flee flames How Elon Musk seized on baseless memo claim to fuel wave of misinformation 'Constant stress': Families tell BBC of life in limbo due to housing crisis How Australia's beach cabana drama sparked a turf war The man who could become Canada's future PM US Election Unspun: Anthony's Zurcher's twice weekly newsletter - sign up now Ed Gamble hosts the official Traitors podcast Join Ed Gamble and guests as they dissect the first episodes of The Traitors! Can art, music and words bind us in divided times? Simon Schama explores how artists have captured the transformations of British society since 1945 Enjoy a satirical smorgasbord of The News Quiz Digest a dramatic year of news as Andy Zaltzman revels in some of 2024's funniest moments The multi-award-winning legal drama returns Two years on, the Defoes are back and have gathered for a beautiful wedding in Barcelona Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.8254645
