article,article_sentiment,article_score
"Lisa Dorrian was last seen alive at a County Down caravan site on 28 February 2005 A large-scale search operation is under way for Lisa Dorrian at the Ballyhalbert caravan park where she was last seen alive in 2005. The search also includes a disused airfield behind the caravan park, and will take in a number of other areas. Ms Dorrian, 25, disappeared after a party at the site and police believe the Bangor shop assistant was murdered. Police have pursued more than 3,500 lines of inquiryand carried out almost 400 searches. A fresh appeal for information about her murder was made on the BBC's Crimewatch programme last year. No-one has been charged with Ms Dorrian's killing Police have not said why they have returned to the County Down caravan park to conduct the new searches. Det Supt Jason Murphy, who is leading the investigation, said: ""The determination of the PSNI to bring those who killed Lisa Dorrian to justice is as strong today as it has ever been. ""The purpose of the search operation is two-fold: Firstly I want to recover Lisa's body and allow the Dorrian family to finally put Lisa to rest. And secondly I am looking for evidence relating to her disappearance."" Wooded areas searched for murdered woman Dorrian home destroyed by fire Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999999
"Police remain at the scene of the fight A 47-year-old man is in a critical condition in hospital following a large-scale disturbance in Glasgow city centre after Sunday's Celtic-Rangers game. Two other men, aged 29 and 30, were seriously injured in the incident shortly after 17:00. Police cordoned off a number of streets in the Merchant City around Albion Street, Ingram Street and Bell Street. The attack on the 47-year-old man is being treated as attempted murder. It is understood that one line of inquiry is that the incident was connected to the earlier match at Celtic Park. Trouble flared at about 17:00 on Sunday Det Insp Peter Crombie said: ""We are currently going through CCTV and speaking to those who were in the area at the time to try to establish exactly what happened here. ""We are treating the attack on the 47-year-old man as attempted murder, and the attacks on the 29 and 30-year-old men as serious assaults. ""There may have been more people injured in this incident who did not seek medical treatment last night and we would appeal for them to come forward and speak to us."" He added: ""We also know that there were a number of people in the area who may have got caught up in it, or stopped to see what was going on. We would ask these people to check back and see if they have any mobile phone footage or images that can help us. ""If you were driving in the area, you may also have dash cam footage that can help - either prior to the incident taking place or in the aftermath."" Police Scotland How Inverclyde voluntary groups are aiming to show strength by taking action together Man due in court after allegedly strangling woman in Oban hotel Largs musician Brownbear returning to Celtic Connections for 'incredible night' Shopping in Glasgow: Silverburn announces record-breaking footfall in 2024 with new additions to come in 2025 TV personality lined up for Ocean Youth Trust disco day in Largs Escapes returns for 2025 announcing free tickets for Point Break at over 150 cinema screenings in the UK Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,8.806991e-09
"Kanagusabi Ramanathan was found dead at the couple's flat in Burges Road, Newham A 73-year-old woman who beat her disabled husband to death with a wooden pole after suffering years of abuse has been cleared of his murder. Packiam Ramanathan attacked 76-year-old Kanagusabi Ramanathan as he lay in bed at their home in Newham, east London, on 21 September last year. The defendant told the Old Bailey she was ""in a trance"" when she hit him. She was found not guilty of murder, but had admitted manslaughter, citing his bullying during their 35-year marriage. The jury was told the couple had an arranged marriage in 1983 and fled Sri Lanka in the civil war. Mr Ramanathan was found with serious head injuries and multiple wounds to the body and neck after Packiam Ramanathan told her neighbour she had hit her husband. Giving evidence, Ramanathan said she lost control after years of abusive behaviour during which her husband had thrown sticks at her and accused her of having an affair with the fishmonger. Describing the killing, the defendant said: ""I don't know how I did it. For me I still feel like somebody else did it."" Prosecutor Sally O'Neil said the couple had argued about money and Ramanathan had become very angry at finding out her husband had written to Sri Lankan police accusing her brother of fraud and theft. However, Stephen Kamlish QC, defending, said if the 73-year-old had wanted to kill her diabetic husband she could have just given him a bigger dose of insulin. ""The fact it was done in the way it was - with a stick - means there was no planning,"" he said. The jury deliberated for half an hour to find Ramanathan not guilty of murder. She will be sentenced on Friday for manslaughter. HM Courts Service London handbag snatch killer who smiled as he ran over woman dies in prison Man charged with attempted murder after student stabbed outside Shooters Hill College Teenager charged with attempted murder after Woolwich college stabbing Woman found guilty at Kingston Crown Court after abandoning puppies in caravan Four teens stabbed with one dead in GRIM three days of violence across London Teen among two arrested as man injured after crowbar attack in Mile End Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.022486018
"Russell Bucklew argued that his medical condition would make death by lethal injection extremely painful The US Supreme Court has ruled that a convicted murderer on death row in Missouri has no right to a ""painless death"". The ruling clears the way for the execution of Russell Bucklew, who asked for gas rather than lethal injection, citing an unusual medical condition. Bucklew, 50, argued the state's preferred method amounts to legally banned ""cruel and unusual punishment"". The 5-4 ruling split along the court's ideological lines. Bucklew was sentenced to death in 1996 for rape, murder and kidnapping in an attack against his ex-girlfriend and her new partner and six-year-old son. In recent court filings, Bucklew argued that his congenital condition, cavernous hemangioma, might cause him excessive pain if he is put to death by lethal injection. US Supreme Court: (Front L-R) Stephen Breyer, Clarence Thomas, Chief Justice John Roberts, Ruth Bader Ginsburg, Samuel Alito, Jr; (Back L-R) Neil Gorsuch, Sonia Sotomayor, Elena Kagan and Brett Kavanaugh The condition causes blood-filled tumours in his throat, neck and face, which he said could rupture during his execution causing him extreme pain and suffocation. According to Bucklew, he would feel excessive pain if the state executioner is allowed to use the state's preferred method of a single drug, pentobarbital, applied by needle. But the Supreme Court's conservative justices said on Monday they considered the legal effort to be a stalling tactic. They said it was up to the prisoner to prove that another method of execution would ""reduce a substantial risk of severe pain"", but he had not done so. Writing for the majority, Justice Neil Gorsuch noted that Bucklew had been on death row for more than 20 years. ""The eighth amendment [to the US constitution] forbids 'cruel and unusual' methods of capital punishment but does not guarantee a prisoner a painless death,"" wrote Justice Gorsuch, who was appointed by President Donald Trump in 2017. He continued: ""As originally understood, the eighth amendment tolerated methods of execution, like hanging, that involved a significant risk of pain, while forbidding as cruel only those methods that intensified the death sentence by 'superadding' terror, pain or disgrace."" Liberals on the court, including Justice Stephen Breyer, argued that Bucklew's condition should have allowed for him to be put to death by nitrogen gas, a method allowed in three states. ""There are higher values than ensuring that executions run on time,"" wrote Justice Sonia Sotomayor in a separate opinion, adding that secrecy in the death penalty process has recently yielded different results in two similar cases. US inmate executed amid imam row In one case in Alabama, a Muslim man was forbidden from having an imam with him during his execution, but the court halted a similar sentence after an appeal by a Buddhist who wanted his spiritual adviser present when he was put to death. In Justice Gorsuch's majority opinion in the Bucklew case, he referred to those two cases, saying the inmate in Alabama had been given ample time to voice his complaint, but chose to do so only 15 days before he was scheduled to die. US inmate executed amid imam row US court stays execution over imam row Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.76490587
"A digger was used in the raid in the village of Ahoghill There could be several gangs involved in the theft of cash machines in Northern Ireland, the police have said. Det Ch Insp David Henderson said eight ATMs had been stolen in seven separate incidents in 2019, along with one attempted theft. ""We are actively looking at it being several gangs involved,"" he said. He said there was no evidence paramilitaries were involved, but added that they may be taking ""some of the criminal assets"". Det Ch Insp Henderson made the comments following the latest theft, when a cash machine was stolen from outside a shop in County Antrim. A digger, which had been stolen from a nearby site, was used in the raid at the Nisa shop on Brook Street in Ahoghill. The incident happened in the early hours of Monday, and police said considerable damage was caused to the building. Shop owner Walter Millar said the machine ""will certainly be missed"" by the community but there was now a ""fear"" about replacing it after the theft. This video can not be played It's the most vulnerable who will suffers says Glyn Roberts Monday marks 30 years of Mr Millar being involved in the business. He initially thought a call about the theft was an April Fool's prank. ""From what I can tell, they've used a digger that they've taken from a building site down the road, ripped the machine out, used a people carrier with the roof cut off to get the cash machine into it and then drove away,"" he said. ""The wall of the kitchen at the back of the shop has been ripped out and there's a fair amount of damage to be done, but we won't know the extent of the damage until we get inside. ""It's been a difficult time, given the current economic climate, and things like this doesn't help at all."" Det Insp Richard Thornton said the initial call at 03:25 BST was about a digger on fire in the village. ""I want to appeal to anyone who was in the area around the time the incident and saw what happened, including anyone who saw a silver-coloured people-carrier type vehicle to call us,"" he said. Walter Millar said it was ""not what I expected to wake up to"" Last month,the PSNI announced the creation of a new team of detectives to investigate cash machine thefts, following an upsurge in the number of built-in ATMs being ripped from the walls of commercial properties by plant machinery. A DUP delegation, including party leader Arlene Foster, met Assistant Chief Constable Barbara Gray and the PSNI ATM taskforce on Monday. ""The loss of ATMs across Northern Ireland has been a devastating blow for many rural areas and particularly for the businesses who have seen such destruction of their premises,"" said Mrs Foster. Retailers have expressed concerns the attacks could force them to withdraw the service. PSNI and retailers discuss rural ATM thefts Cash machine thefts 'may be linked' Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,1.3144628e-07
"Russell Bucklew argued that his medical condition would make death by lethal injection extremely painful The US Supreme Court has ruled that a convicted murderer on death row in Missouri has no right to a ""painless death"". The ruling clears the way for the execution of Russell Bucklew, who asked for gas rather than lethal injection, citing an unusual medical condition. Bucklew, 50, argued the state's preferred method amounts to legally banned ""cruel and unusual punishment"". The 5-4 ruling split along the court's ideological lines. Bucklew was sentenced to death in 1996 for rape, murder and kidnapping in an attack against his ex-girlfriend and her new partner and six-year-old son. In recent court filings, Bucklew argued that his congenital condition, cavernous hemangioma, might cause him excessive pain if he is put to death by lethal injection. US Supreme Court: (Front L-R) Stephen Breyer, Clarence Thomas, Chief Justice John Roberts, Ruth Bader Ginsburg, Samuel Alito, Jr; (Back L-R) Neil Gorsuch, Sonia Sotomayor, Elena Kagan and Brett Kavanaugh The condition causes blood-filled tumours in his throat, neck and face, which he said could rupture during his execution causing him extreme pain and suffocation. According to Bucklew, he would feel excessive pain if the state executioner is allowed to use the state's preferred method of a single drug, pentobarbital, applied by needle. But the Supreme Court's conservative justices said on Monday they considered the legal effort to be a stalling tactic. They said it was up to the prisoner to prove that another method of execution would ""reduce a substantial risk of severe pain"", but he had not done so. Writing for the majority, Justice Neil Gorsuch noted that Bucklew had been on death row for more than 20 years. ""The eighth amendment [to the US constitution] forbids 'cruel and unusual' methods of capital punishment but does not guarantee a prisoner a painless death,"" wrote Justice Gorsuch, who was appointed by President Donald Trump in 2017. He continued: ""As originally understood, the eighth amendment tolerated methods of execution, like hanging, that involved a significant risk of pain, while forbidding as cruel only those methods that intensified the death sentence by 'superadding' terror, pain or disgrace."" Liberals on the court, including Justice Stephen Breyer, argued that Bucklew's condition should have allowed for him to be put to death by nitrogen gas, a method allowed in three states. ""There are higher values than ensuring that executions run on time,"" wrote Justice Sonia Sotomayor in a separate opinion, adding that secrecy in the death penalty process has recently yielded different results in two similar cases. US inmate executed amid imam row In one case in Alabama, a Muslim man was forbidden from having an imam with him during his execution, but the court halted a similar sentence after an appeal by a Buddhist who wanted his spiritual adviser present when he was put to death. In Justice Gorsuch's majority opinion in the Bucklew case, he referred to those two cases, saying the inmate in Alabama had been given ample time to voice his complaint, but chose to do so only 15 days before he was scheduled to die. US inmate executed amid imam row US court stays execution over imam row Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.99998677
"Harvey Tyrrell died in September 2018 from electrocution, the Met Police confirms A seven-year-old boy was electrocuted at a pub in Romford, north-east London, as he tried to retrieve his ball, the Met Police has confirmed. Harvey Tyrrell, from Harold Wood, was climbing over the garden wall in the King Harold Pub in Station Road, Harold Wood, when he was injured at about 17:20 on 11 September 2018. He was pronounced dead in hospital about an hour later, the Met said. A 70-year-old man and a 72-year-old man have been interviewed under caution. A file has also been sent to the Crown Prosecution Service. An online fundraising appeal in the wake of Harvey's death described him as ""a beautiful, happy and healthy seven-year-old boy who loved his football just like any other boy his age"". Boy, 7, dies after pub wall fall Met Police London handbag snatch killer who smiled as he ran over woman dies in prison Man charged with attempted murder after student stabbed outside Shooters Hill College Teenager charged with attempted murder after Woolwich college stabbing Woman found guilty at Kingston Crown Court after abandoning puppies in caravan Four teens stabbed with one dead in GRIM three days of violence across London Teen among two arrested as man injured after crowbar attack in Mile End Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"Barry George was convicted of Jill Dando's murder and spent eight years in jail before being acquitted The brother of murdered BBC presenter Jill Dando has said he will find out who killed her ""no matter how long it takes"". Nigel Dando learned of his younger sister's death 20 years ago from a TV news bulletin. Barry George was convicted of her murder and spent eight years in jail before being acquitted at a retrial. Mr Dando said: ""I will eventually find answers... no matter how long it takes."" He said the unsolved case ""still leaves the questions open of who killed Jill and why"". ""At the moment these questions are still open-ended and still haven't been answered,"" he said. BBC journalist Nigel Dando said ""Jill was in the wrong place at the wrong time"" The TV presenter and newsreader was 37 when she died in April 1999. At the time, Mr Dando was working at the Bristol Post when a fellow journalist called him, saying his sister had been involved in an accident and asking whether he knew anything. As he was trying to get hold of his sister on her mobile, minutes later the news broke that she was dead. ""Back in the day we would have a bank of TV news screens and we would monitor them regularly,"" he told BBC Points West. ""One of them broke that news was coming through that Jill had been killed, that she had been found dead on her doorstep."" Ms Dando was a hugely popular star on the BBC, having presented the Six O'Clock News, Breakfast News and prime-time shows such as Holiday and Crimewatch. Her brother said he wanted to ask the killer, if he or she was ever found, why they did it. ""It's such a pointless thing to have happened,"" he said. ""I believe there was no reason, it was just an act of random brutality and Jill was in the wrong place at the wrong time."" Dando murder case 'will never be solved' Dando documentary to mark anniversary Like her brother, Ms Dando had pursued a career in journalism, having started on the local paper in her home town of Weston-super-Mare. Since her death, Jill Dando news centres have been set up to encourage more young people into journalism. The latest one to open has been at King Alfred School in Highbridge. ""I think it's brilliant, I think it's a superb tribute to Jill and what she meant to so many people in the community and the West Country,"" said Mr Dando. The Murder of Jill Dandowill be shown on BBC One at 21:00 BST on Tuesday 2 April. Dando murder case 'will never be solved' Dando documentary to mark anniversary Family business helps two good causes after Christmas raffle Laundry expert shares simple hack to make towels soft and fluffy again 40 cycle hangars to be installed across Bristol next month - full list of where theyâll be located Spiers & Boden: 'Jon Boden The Showman, John Spiers The Melodeon-Wielding Wizard' at The Lantern, Bristol Beacon. Great British Pub Awards runner-up donates prize money to local charity âHotter than a Turbo Island bonfireâ Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9891201
"Lisa Dorrian was last seen alive at a County Down caravan site on 28 February 2005 A large-scale search operation is under way for Lisa Dorrian at the Ballyhalbert caravan park where she was last seen alive in 2005. The search also includes a disused airfield behind the caravan park, and will take in a number of other areas. Ms Dorrian, 25, disappeared after a party at the site and police believe the Bangor shop assistant was murdered. Police have pursued more than 3,500 lines of inquiryand carried out almost 400 searches. A fresh appeal for information about her murder was made on the BBC's Crimewatch programme last year. No-one has been charged with Ms Dorrian's killing Police have not said why they have returned to the County Down caravan park to conduct the new searches. Det Supt Jason Murphy, who is leading the investigation, said: ""The determination of the PSNI to bring those who killed Lisa Dorrian to justice is as strong today as it has ever been. ""The purpose of the search operation is two-fold: Firstly I want to recover Lisa's body and allow the Dorrian family to finally put Lisa to rest. And secondly I am looking for evidence relating to her disappearance."" Wooded areas searched for murdered woman Dorrian home destroyed by fire Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.014344976
"A White House whistleblower has told Congress that dozens of rejected security clearance applications were overturned by the Trump administration. Tricia Newbold claimed applications that were denied for ""serious disqualifying issues"" were later reversed with little explanation. The veteran White House security adviser testified to the Democratic-led House Oversight and Reform Committee. Democrats have long claimed that White House officials have abused clearances. Ms Newbold, who works as an adjudications manager in the White House Personnel Security Office, cited ""grave"" security risks arising from the intervention of her colleagues. The White House has not commented on the testimony. Ms Newbold said she decided to speak to the panel after repeated attempts to share her concerns with superiors were ignored, adding that it was her ""last hope to really bring the integrity back to our office"", according to a committee-released transcript of her interview on Monday. ""I would not be doing a service to myself, my country, or my children if I sat back knowing that the issues that we have could impact national security,"" the 18-year veteran of the executive branch said. Ms Newbold, who has worked under both Republican and Democratic administrations, claimed that clearances ""were not always adjudicated in the best interest of national security"". The committee is investigating the background checks of Ivanka Trump and her husband Jared Kushner She added that rejections occurred due to a variety of reasons, including ""foreign influence, conflicts of interest, concerning personal conduct, financial problems, drug use, and criminal conduct"". The committee added that it is investigating the background checks of the president's daughter, Ivanka Trump, her husband Jared Kushner and National Security Advisor John Bolton. Last year, it was widely reported that President Trump forced then-chief of staff John Kelly to grant a clearance to his son-in-law Mr Kushner, who until then had been operating under an interim clearance. In her testimony, Ms Newbold also criticised the White House for ""getting out of control"" with the number of interim clearance issued, which allowed staff and aides to access classified information. Congressman Elijah Cummings, the committee chairman, said in a letter to the White House Counsel's Office on Monday that refusal to co-operate with the panel's investigation is ""now preventing the committee from obtaining the information it needs to fulfil its constitutional responsibilities"". He said the committee would vote as early as Tuesday to issue subpoenas to White House officials as part of an investigation into whether national secrets were at risk during the clearance process. Director of Personnel Security Carl Kline, who Ms Newbold claims reversed her rejections, is on the list of officials that Democrats plan to compel to testify. Democrat Elijah Cummings leads the Oversight Committee Republicans have lashed out at the security clearances investigation, calling it a ""partisan attack on the White House"". Republican Congressman and ranking member Jim Jordan described the interview with Ms Newbold as ""reckless"", adding that the committee conducted the interview over a weekend and were given ""little to no time to prepare"". ""Chairman Cummings's investigation is not about restoring integrity to the security clearance process, it is an excuse to go fishing through the personal files of dedicated public servants,"" he said, adding that one of the 25 rejected applicants who later had his background check overturned was a cleaner for the government's General Services Administration. Analysis by Tara McKelvey, BBC White Housereporter From day one, clearances have been a problem for the Trump White House. During the campaign, the president promised to ""drain the swamp"" and brought in a slew of people who had never before worked in the West Wing. As a result, the process of obtaining clearances took longer than usual, and in some cases protocol may have been breached. As then-Chief of Staff John Kelly told me last spring, he discovered that ""a couple of spreadsheets worth"" of background investigations on individuals were still incomplete when he started his job in 2017. Among these was an investigation of then-staff secretary Rob Porter, who was later accused of domestic abuse and forced to resign. As Porter's case shows, the decision to allow people to work in the White House without being thoroughly vetted has caused myriad problems, ones that date back to the administration's earliest days. Kushner 'used WhatsApp for official work' Kushner's security clearance restored Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9995266
