article,article_sentiment,article_score
"The National Living Wage (NLW) will lead to a pay increase for more than 128,000 employees in NI by next year, new research has suggested. The NLW was introduced in 2016 and is effectively a new minimum wage for workers aged 25 and over. It was set at Â£7.20 per hour with the aim of rising to about Â£8.60 by 2020. The research,from the Ulster University Economic Policy Centre,external, suggested the higher wage could also lead to a small number of job losses. It also concluded that the overall economic effect of the NLW will be slightly negative, due to the costs it imposes on businesses. The study found that employees in the hospitality industry will be the major beneficiaries - more than half the workforce in that sector will get a pay rise. Other sectors where a large proportion of workers will benefit are retailing and administration. Employers will have to adjust to the NLW in a variety of ways such as reducing profits, increasing prices, improving productivity or cutting jobs. The study suggests that, given the relatively high proportion of lower paid jobs and lower profit margin businesses in Northern Ireland, some job losses are likely. However, it estimates these to be at a very low level, less than 700 or 0.09% of the Northern Ireland labour force. Aside from examining the data, the Ulster University researchers also spoke to Northern Ireland business representatives. The research was conducted by the Ulster University's Economic Policy Centre The feedback from that consultation suggests the impact of the NLW has been less severe than first anticipated, although that has varied between sectors. Skill shortages have been a bigger issue for businesses, with market forces rather than legislative requirements increasingly requiring businesses to increase pay. In terms of the overall economic impact the central estimate is that the NLW will provide economic benefits of Â£80m through additional earnings and improved productivity. However the costs of job losses and other adjustments by businesses are estimated at Â£153m, giving an overall economic cost of Â£73m or about 0.18% of total economic output. The study acknowledges that the NLW is intended to support wider societal benefits, such as making work more attractive and helping to reduce inequality. Jordan Buchanan, one of the authors, said:  ""It isn't just about the economic benefits. ""All workers should be paid a fair wage. So far, the evidence suggests that the National Living Wage has been successful in raising pay for many in society without causing unemployment. ""There is a social/inclusivity benefit in terms of greater wage growth for the 'working poor'."" National Living Wage takes effect in NI Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"The National Living Wage (NLW) will lead to a pay increase for more than 128,000 employees in NI by next year, new research has suggested. The NLW was introduced in 2016 and is effectively a new minimum wage for workers aged 25 and over. It was set at Â£7.20 per hour with the aim of rising to about Â£8.60 by 2020. The research,from the Ulster University Economic Policy Centre,external, suggested the higher wage could also lead to a small number of job losses. It also concluded that the overall economic effect of the NLW will be slightly negative, due to the costs it imposes on businesses. The study found that employees in the hospitality industry will be the major beneficiaries - more than half the workforce in that sector will get a pay rise. Other sectors where a large proportion of workers will benefit are retailing and administration. Employers will have to adjust to the NLW in a variety of ways such as reducing profits, increasing prices, improving productivity or cutting jobs. The study suggests that, given the relatively high proportion of lower paid jobs and lower profit margin businesses in Northern Ireland, some job losses are likely. However, it estimates these to be at a very low level, less than 700 or 0.09% of the Northern Ireland labour force. Aside from examining the data, the Ulster University researchers also spoke to Northern Ireland business representatives. The research was conducted by the Ulster University's Economic Policy Centre The feedback from that consultation suggests the impact of the NLW has been less severe than first anticipated, although that has varied between sectors. Skill shortages have been a bigger issue for businesses, with market forces rather than legislative requirements increasingly requiring businesses to increase pay. In terms of the overall economic impact the central estimate is that the NLW will provide economic benefits of Â£80m through additional earnings and improved productivity. However the costs of job losses and other adjustments by businesses are estimated at Â£153m, giving an overall economic cost of Â£73m or about 0.18% of total economic output. The study acknowledges that the NLW is intended to support wider societal benefits, such as making work more attractive and helping to reduce inequality. Jordan Buchanan, one of the authors, said:  ""It isn't just about the economic benefits. ""All workers should be paid a fair wage. So far, the evidence suggests that the National Living Wage has been successful in raising pay for many in society without causing unemployment. ""There is a social/inclusivity benefit in terms of greater wage growth for the 'working poor'."" National Living Wage takes effect in NI Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,1.5121849e-05
"Smoke could be seen billowing from the fire Residents have been evacuated after a mile-long mountain fire spread into forestry and threatened properties. Efforts to assess the extent of the fire in Betws-y-Coed, Conwy county, are still ongoing, North Wales Fire and Rescue said. Six crews and an incident command unit were at the scene alongside the police at the height of the fire. There are no reports of injuries following the blaze that was reported at 16:15 GMT. North Wales Police said residents from at least four properties close to the fire were evacuated as a precaution. By 22:20, two crews were left at the scene. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Helen Fisher, of Betws-y-Coed, said that the flames appeared to be ""the height of trees"", through her partner's camera. Ms Fisher noticed the fire at about 17:30 GMT and saw the smoke across the Conwy valley. ""I think it is considerable,"" she said. ""There was a grey trail of smoke all the way across the Conwy valley to the coast."" Kevin Roberts, assistant chief fire officer, said the force is urging visitors to the countryside to take extra care. He said: ""The dry weather has increased the risk of rural fires and we would like to thank those people notifying us of their controlled burning and for them acting in a safe and responsible manner. ""During drier periods, fires involving grass, bracken and heather can develop very quickly, particularly in raised winds, resulting in fires getting out of control and spreading to neighbouring properties or forestry, with the need for the fire and rescue service to be called out to extinguish them."" Crews tackle mile-long gorse fire Grass fires still burning across Wales Fire services count costs of wildfires Mountain fire continues despite rain North Wales Fire and Rescue North Wales Police Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,5.477219e-08
"This video can not be played Funeral held for The Prodigy's Keith Flint Thousands of music lovers have lined the streets to ""raise the roof"" in tribute to Prodigy frontman Keith Flint. Fans watched as a horse-drawn carriage carried his coffin, topped with a green microphone, to his funeral at St Mary's Church in Bocking, Essex. Bandmates Liam Howlett, Maxim and Leeroy Thornhill were met by cheers when they arrived at the service. Flint, 49,was found dead at his home near Dunmow on 4 March. The band had previously called on fans to ""raise the roof for Keef"" and line the route of the funeral procession through the singer's hometown in Braintree, Essex. Speakers were set up outside the church to broadcast the service to the crowds. Mayumi Kai, Keith Flint's wife, arriving at his funeral Liam Howlett at his Prodigy bandmate Keith Flint's funeral Rev Rod Reid led the service, which included poems, readings and music from System of a Down, Van Morrison and Pink Floyd. A eulogy was also read out by actor Paul Kaye. Thousands of people have paid tribute to Keith Flint Fans left candles, notes and flowers in memory of the Prodigy frontman Fans left floral tributes to Keith Flint outside the church A Prodigy superfan shows off a tattoo of Keith Flint on his thigh Live: Keith Flint funeral and procession Flint's wife Mayumi Kai was among those in attendance, along with All Saints singer Natalie Appleton, wife of Liam Howlett, and Cyrus, Flint's beloved German shepherd dog. The 1.5-mile procession started at 15:00 GMT and local schools closed from midday to allow pupils and parents to escape the anticipated traffic chaos. Fans from around the world gathered to pay their respects. This video can not be played A fan wrote a poem in tribute to The Prodigy's frontman Keith Flint Superfan Araks Azarian, 36, jetted in from Australia to see the funeral procession while Marie Lelicova, 25, travelled from Prague to remember Flint, whom she said she had ""loved since she was a child"". Following the funeral, fans continued to pay tribute to the singer and police were forced to close several roads around the church due to ""a large amount of pedestrians in the area"". Flint was born in Redbridge in north-east London and his family moved to Braintree where, in 1990, he co-founded The Prodigy with Liam Howlett and Leeroy Thornhill. Fans gather for Keith Flint funeral Mural to Prodigy singer 'iconic' Statue campaign for Prodigy singer The Prodigy's Keith Flint dies aged 49 The Prodigy had been due to tour the United States in May and released their latest album No Tourists in November. Most recently they had been on tour in Australia. Keith Flint was found dead at his home in Essex on 4 March Doug Faulkner, BBC News online Despite the sad occasion fans were determined to enjoy themselves The mood swung from wild raving to moments of respectful silence and others of hilarity as stories of Keith Flint's life were told. Drum and bass music blared as revellers awaited the arrival of the funeral procession, before the thrum of motorbike engines could be heard escorting the coffin to the church. As Flint's bandmates Liam Howlett, Maxim and Leeroy Thornhill approached the church they were cheered by the crowds who shouted ""we are with you"". During the service some sobbed, others sang along with the music. If you are struggling to cope, contact the Samaritans on the free helpline 116 123, orplease click on this linkto access support services. Live: Keith Flint funeral and procession Fans gather for Keith Flint funeral Mural pays tribute to Prodigy singer Prodigy singer Flint statue bid by fans Inquest opens into Prodigy singer's death Keith Flint in pictures The Prodigy's Keith Flint dies aged 49 The Prodigy Police issue update after boy missing from south Essex Burglars break into Westcliff home and 'force entry into safe' sparking appeal Motorist who was caught going 140mph has car seized near Stansted Airport Fights 'broke out' between cell mates after laundry closed at Essex prison Yellow weather warning of ice issued for south east England Pictured: the three thugs locked up for spree of burglaries in Harwich and Walton Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,7.4791345e-08
"The gang were arrested following a year-long police investigation Eight members of a family-run drugs gang who supplied up to Â£2.5m worth of cocaine have been jailed. They distributed about 42kg of cocaine in Newport between July 2016 and June 2018, the city's crown court heard. The judge said each of them played a role ""trading in a vile drug"". Half of the gang, led by brothers Jerome and Blaine Nunes, were jailed on Friday. Eight others, including the pair's mother Angela Collingbourne, 51, will be sentenced at a later date. They were arrested following a year-long police investigation which involved surveillance and secret recordings. Judge Daniel Williams described it as ""painstaking, impressive and thorough"". 'No quick solutions' to drugs problems Can theatre help tackle county lines? Initially, the gang operated out of a garage called NP19 tyres which prosecution barrister Andrew Jones described as a ""front to launder money from drug dealing"". Video recording showed thousands of pounds passing through the premises while only a handful of cars were being repaired. Central to the organisation was a mobile phone called ""the Jez line"" which was the main point of contact for customers. Half of the drugs gang were sentenced at Newport Crown Court on Friday with the remainder to be done at a later date On average, 267 contacts were made with the phone line each day, with more than 4,000 different numbers contacted over a two-year period. The Nunes brothers were convicted of conspiracy to supply a class A drug between 31 July 2016 and 15 June 2018 following a trial. Six other defendants pleaded guilty to the same charge. The judge said it was one of the most ""depressing features"" of the case that Jerome Nunes was able to direct the operation from his prison cell using hidden mobile phones. He was already serving a seven year, eight month sentence for possession of cocaine with intent to supply. He will now serve an additional 12 years. Blaine Nunes was sentenced to 14 years, to run consecutively with a sentence of four years and eight months he is already serving forcausing death by dangerous driving. The other members of the gang to be jailed on Friday were: Preston Killoran, 25, eight years, eight months Thomas Allison, 26, 10 years Kieran Vodden, 23, seven years, four months Ashley Lloyd, 23, six years Joel Clark, 23, six years each Daniel Richardson, 34, five years The convictions come after 120 officers from Gwent Police and Tarian, the regional organised crime unit for south Wales, conducted a series of raids in Maindee and Alway in Newport. Det Ch Insp Julian Bull said: ""It is good to know that these criminals are now behind bars and unable to continue profiting from the misery their trade brings to our neighbourhoods."" Iwan Jenkins from the CPS said the investigation showed the group was ""well organised, with each person having their own role to play"". 'No quick solutions' to drugs problems Drug dealing 'consortium' boss jailed Gwent Police Tarian Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.00016812114
"The gang were arrested following a year-long police investigation Eight members of a family-run drugs gang who supplied up to Â£2.5m worth of cocaine have been jailed. They distributed about 42kg of cocaine in Newport between July 2016 and June 2018, the city's crown court heard. The judge said each of them played a role ""trading in a vile drug"". Half of the gang, led by brothers Jerome and Blaine Nunes, were jailed on Friday. Eight others, including the pair's mother Angela Collingbourne, 51, will be sentenced at a later date. They were arrested following a year-long police investigation which involved surveillance and secret recordings. Judge Daniel Williams described it as ""painstaking, impressive and thorough"". 'No quick solutions' to drugs problems Can theatre help tackle county lines? Initially, the gang operated out of a garage called NP19 tyres which prosecution barrister Andrew Jones described as a ""front to launder money from drug dealing"". Video recording showed thousands of pounds passing through the premises while only a handful of cars were being repaired. Central to the organisation was a mobile phone called ""the Jez line"" which was the main point of contact for customers. Half of the drugs gang were sentenced at Newport Crown Court on Friday with the remainder to be done at a later date On average, 267 contacts were made with the phone line each day, with more than 4,000 different numbers contacted over a two-year period. The Nunes brothers were convicted of conspiracy to supply a class A drug between 31 July 2016 and 15 June 2018 following a trial. Six other defendants pleaded guilty to the same charge. The judge said it was one of the most ""depressing features"" of the case that Jerome Nunes was able to direct the operation from his prison cell using hidden mobile phones. He was already serving a seven year, eight month sentence for possession of cocaine with intent to supply. He will now serve an additional 12 years. Blaine Nunes was sentenced to 14 years, to run consecutively with a sentence of four years and eight months he is already serving forcausing death by dangerous driving. The other members of the gang to be jailed on Friday were: Preston Killoran, 25, eight years, eight months Thomas Allison, 26, 10 years Kieran Vodden, 23, seven years, four months Ashley Lloyd, 23, six years Joel Clark, 23, six years each Daniel Richardson, 34, five years The convictions come after 120 officers from Gwent Police and Tarian, the regional organised crime unit for south Wales, conducted a series of raids in Maindee and Alway in Newport. Det Ch Insp Julian Bull said: ""It is good to know that these criminals are now behind bars and unable to continue profiting from the misery their trade brings to our neighbourhoods."" Iwan Jenkins from the CPS said the investigation showed the group was ""well organised, with each person having their own role to play"". 'No quick solutions' to drugs problems Drug dealing 'consortium' boss jailed Gwent Police Tarian Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.098142296
"The victim was found wounded near Clapham Common Tube station in south-west London A man has been stabbed to death outside a London Underground station. The victim, in his 40s, was found wounded on Clapham Park Road, near Clapham Common Tube station in south-west London, after police were called just after 14:30 GMT. Despite the efforts of paramedics the man died at the scene. His next-of-kin have not yet been informed. A crime scene is in place and some roads are closed, but the station remains open. No-one has been arrested. The Metropolitan Police has granted itself stop and search powers for the area throughout Friday night. Supt Sean Oxley, of the Met, said: ""Our thoughts are with the victim and his family."" Lambeth Council said in a tweet that people should avoid the area andit was ""saddened"",externalby the ""traumatic"" incident. There have been 22 fatal stabbings in the capital this year so far. London handbag snatch killer who smiled as he ran over woman dies in prison Man charged with attempted murder after student stabbed outside Shooters Hill College Teenager charged with attempted murder after Woolwich college stabbing Woman found guilty at Kingston Crown Court after abandoning puppies in caravan Four teens stabbed with one dead in GRIM three days of violence across London Teen among two arrested as man injured after crowbar attack in Mile End Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.99999774
"Smoke could be seen billowing from the fire Residents have been evacuated after a mile-long mountain fire spread into forestry and threatened properties. Efforts to assess the extent of the fire in Betws-y-Coed, Conwy county, are still ongoing, North Wales Fire and Rescue said. Six crews and an incident command unit were at the scene alongside the police at the height of the fire. There are no reports of injuries following the blaze that was reported at 16:15 GMT. North Wales Police said residents from at least four properties close to the fire were evacuated as a precaution. By 22:20, two crews were left at the scene. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Helen Fisher, of Betws-y-Coed, said that the flames appeared to be ""the height of trees"", through her partner's camera. Ms Fisher noticed the fire at about 17:30 GMT and saw the smoke across the Conwy valley. ""I think it is considerable,"" she said. ""There was a grey trail of smoke all the way across the Conwy valley to the coast."" Kevin Roberts, assistant chief fire officer, said the force is urging visitors to the countryside to take extra care. He said: ""The dry weather has increased the risk of rural fires and we would like to thank those people notifying us of their controlled burning and for them acting in a safe and responsible manner. ""During drier periods, fires involving grass, bracken and heather can develop very quickly, particularly in raised winds, resulting in fires getting out of control and spreading to neighbouring properties or forestry, with the need for the fire and rescue service to be called out to extinguish them."" Crews tackle mile-long gorse fire Grass fires still burning across Wales Fire services count costs of wildfires Mountain fire continues despite rain North Wales Fire and Rescue North Wales Police Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.97307193
"If we know one thing about the prime minister it is that she does not give up, even when that seems the obvious, or rational choice. Parliament has rejected her deal three times now - a reality that would have finished off many previous administrations and leaders. Whether that is foolhardy and stubborn, or admirably resilient, it is highly likely that at least for another couple of weeks, Theresa May will look through every nook and cranny in Parliament to see if there is a way for her deal to pass through - somehow. But that's a decision taken in the bunker, and the walls are closing in. There is little reason tonight to think that, in the end, the burning core of Euroscepticism in the Tory Party will ever accept her deal. There are few signs that any more than a handful of Labour MPs are really going to take the plunge and ultimately walk through the same lobbies as Theresa May, and Boris Johnson and Iain Duncan Smith. The prime minister concluded today that our political process is reaching its limits. But maybe soon it will be her leadership, her deal, that has passed its limits. Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"This video can not be played The Masterchef 2019 winner on her show highlights. Retired banker Irini Tzortzoglou has won this year's MasterChef - and quickly said she has no plans to start a new career running a restaurant. The 61-year-old triumphed in the BBC One show's first all-female final. For the final three-course challenge, she cooked red mullet with a squid risotto, griddled rosemary lamb chops and a fig and hazelnut baklava. Irini, who took inspiration from her Greek childhood, grew up in Crete and now lives in Cartmel, Cumbria. She was one of 56 amateur chefs who competed for the coveted MasterChef trophy in the show's 15th series. Over the course of several gruelling rounds of cooking challenges, they were whittled down to the final three. Irini was particularly pleased to have been in the show's first all-female final and said she wished she could have shared her trophy with her fellow finalists Jilly McCord and Delia Maria Asser. Irini beat off competition from Delia Maria Asser (far left) and Jilly McCord She said: ""It happened so quickly that I felt all the final that the three of us were like one. ""We were all doing our own thing, but actually we were in unison - so my instinctive reaction was: 'Can I share it? Can I share it with my friends?'"" Irini continued: ""We are just lucky we are three women who love and respect each other and have grown to be very fond and appreciative of each other's talents."" Irini Tzortzoglou said she wouldn't follow past winners in opening a restaurant Irini said being filmed throughout the series did not bother her because she remained ""totally focused"". In an interview on BBC Breakfast, she said: ""The cameras didn't disturb me because you really need to ignore them if you want to cook. ""And the guys are fantastic, Gregg [Wallace] comes and relaxes you - he used to joke with me about Greek history, challenge me, laugh with me - and then John [Torode] is like a younger brother who cares for you, he wants you to do as well as you want to. ""They didn't bother me at all. In fact, I loved being around them."" Past winners of the show, such as 2005 champion Thomasina Miers and 2011's Shelina Permalloo, have gone on to own their own restaurants. But despite impressing some of the biggest names in the food industry throughout the competition, Irini's future plans do not involve opening her own professional kitchen. ""I don't think that at my time of life I want to run a restaurant,"" she said. ""I want to spend more time with my mum and I would love to go round Greece and do some research - maybe make a programme, if I'm lucky."" Follow us onFacebook,external, on Twitter@BBCNewsEnts,external, or on Instagram atbbcnewsents,external. If you have a story suggestion emailentertainment.news@bbc.co.uk,external, Masterchef finalist's Insta-ready Xmas dinner. Video, 00:01:47Masterchef finalist's Insta-ready Xmas dinner MasterChef winner 'working at Christmas' Los Angeles wildfires approach Hollywood sign, with Sunset Boulevard 'in ruins' Watch: The scene across LA as firefighters attempt to contain blazes Flu numbers rise and A&E performance slips, as you share stories of NHS pressures 'Where do I go?' Chaos on Hollywood streets as people flee flames Sound Of 2025: Ezra Collective on failed exams and keeping it real How Australia's beach cabana drama sparked a turf war H-1B: Visa row under Trump fuels anxiety for Indian dreamers 'I thought I was going to die': Jailed Venezuelan activist details brutality of prison life The man who could become Canada's future PM 'Trump 2.0' looms large over the global economy A politician was shot dead in Bangkok. Did another country do it? Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,6.6202516e-14
