article,article_sentiment,article_score
"Will Gompertz appeared with Huw Edwards on the BBC One Ten O'Clock News on the night of David Bowie's death Each specialism within journalism has its area of breaking news. For foreign correspondents, it tends to be a conflict or catastrophe. Politicos deal in shock resignations or revelations. For us in the arts unit, it is award ceremonies - and celebrity deaths. An instant obit of a once great, but now late, talent is what programme editors demand from us. And you can be as Boy Scoutish as you like in your preparations, but the artistic life - and death - isn't about pleasing the establishment: creative souls do things their own way. So, I was not entirely awake on Monday 11 January 2016 when my phone rang around 6.55am. It was a producer at the Today programme. Had I heard the news, he asked? Mâ¦maybe - I hedged. What news? David Bowie is dead, he said. Oh no! Oh no for lots of reasons. Firstly, it was awful news. I loved David Bowie; couldn't imagine him dead. He was still making great records. He wasn't particularly old, and now - well - he was no longer here. And then, oh no - I had to make sense of his incredible life, without much time to pause for thought. Six minutes later, I was on-air talking to Today's Nick Robinson. I got home late from work that night, put Heroes on and thoughtâ¦ sad day, but thankfully rare - a once-a-year occasion at worst. But three days later came another call from another producer. Had I heard the newsâ¦? Oh dear. Alan Rickman was fine actor whom one generation fell for Truly, Madly, Deeply, in 1990, and a new generation got to know and eventually love as Severus Snape in the Harry Potter films. By the time news emerged of Sir Peter Maxwell Davies's death on 14 March, we had already paid our tributes to Pierre Boulez, Harper Lee and Sir George Martin. All titanic figures, but at least they had led full lives. This video can not be played Will Gompertz looks back at the life of ""trailblazer"" Dame Zaha Hadid And then on 31 March, another shock. Dame Zaha Hadid had died. I had interviewed the Bagdad-born British architect just a few weeks before, when she appeared as hale and hearty and feisty as ever. She was frustrated with her adopted country, rightly so. Her fellow Brits had been sniffy and slow in recognising her brilliance - and now she was gone, still in her prime, before amends could be made. 2016 was beginning to feel like a weird year. A sense compounded three weeks later with the announcement of Victoria Wood's death. That was a blow, too. We adored her. She was great. Always funny, jokes on the money; and never mean. We need such towering talents in our lives, not scythed down by the Grim Reaper. But he wasn't done yet. Tributes were left to Prince after his death in April The very next day, at around 3pm our time, social media stories started bubbling up speculating that Prince had died at his Paisley Park estate. Now, come on! Don't be silly. Don't be true. Don't be dead. But he was. At this point, articles started to appear asking if arts deaths were at an all-time high. Columnists wrote think pieces explaining to us that it was all to do with our obsession with celebrity in a post-Warholian media age. Meanwhile, the man in charge of obituaries at the BBC noted his services had been called upon far more frequently in the first third of 2016 than in the same months of the past five years. It had been an extraordinary period. It has been an extraordinary year - with a sting in its tail. On 11 November at 1:15am - a call from a producer on the Today Programme. Had I heard the news? ""Who's dead?"" I said. ""Leonard Cohen,"" came his reply. I knew he was frail and unwell, but there is something about truly great, unique artists - which he was - that you hope can circumnavigate that realities of live and death. That pop's longstanding poet-in-residence had succumbed while still making fine work seemed unfair, to us and to him. He knew better: If you are the dealer I'm out of the game If you are the healer It means I'm broken and lame If thine is the glory Mine must be the shame You want it darker We kill the flame You Want it Darker by Leonard Cohen (2016) And so we went into the festive season. Surely Death was done? Sadly not. In fact, he indulged in a Christmas rush with many unpleasant surprises to unpack. The news about Status Quo's Rick Parfitt broke on Christmas Eve. George Michael was found dead on Christmas Day. And then, the following day Richard Adams passed away. So did Carrie Fisher, and her mother - Debbie Reynolds - 24 hours later. I think it is fair to say 2016 was a most unusual year. Follow us onFacebook,external, on Twitter@BBCNewsEnts,external, or on Instagram atbbcnewsents,external. If you have a story suggestion emailentertainment.news@bbc.co.uk,external. Keir Starmer and Kemi Badenoch clash over a national inquiry into grooming gangs Thousands flee three LA wildfires as forecasters warn worst is yet to come Watch: Timelapse shows rapid spread of Palisades wildfire How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions A journalist's murder highlights risks of reporting in small-town India Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Cryptocurrencies and personal AI: Tech to watch out for in 2025 Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,5.8079547e-10
"What will be the big themes in the media industry for 2017? All the forces of change in the media industry are very likely to accelerate in 2017. Be it the consolidation of companies, technological advances and even the future of the BBC, there will be lots happening. Here are the 10 themes to look out for. The big theme in the media business is the coming consolidation, usually between distributors and owners of content. In other words, those who own the pipes and those who tell the stories and ideas. Why is this happening? It's simple. When there is such ferocious competition for eyeballs, the best way to ensure you reach big audiences is to own the delivery mechanism for reaching them. The proposed (but far from certain) merger between AT&T and Time Warner fits into this theme, as does the (also far from certain) proposed deal between 21st Century Fox and Sky. Look out for Disney bidding for Netflix or Vice, and BT or Liberty bidding for ITV. Big bids could see consolidation in the media industry Consolidation also happens when you get sub-sectors that are highly populated while demand for their product is falling. British newspapers fit this category very well. Fewer people are reading newspapers, yet there is (compared for instance to the US) a huge array of newspapers. Expect, therefore, a few of them to be bought - perhaps the Daily Telegraph or Daily Express - and expect to hear more soon about the idea of the industry coming together to form a single advertising sales team. Facebook and Google account for an ever-growing slice of digital advertising around the globe. Companies wholly dependent on digital advertising may therefore struggle to survive unless their cost bases are low. The advertising industry is estimated at over $540bn (Â£440bn) annually. But the threats to it are growing, from ""cord-cutting"", whereby consumers ditch satellite and cable services for ad-free subscription services, to ad-blocking and widespread fraud, with concerns that many digital ads aren't seen by humans. This was compounded by Facebook's admission that it had given advertisers false information about the videos seen on the social network. All together, these pressures have damaged trust and confidence in this vast global industry. This year is going to be a tough one for many chief marketing officers. I often wonder what philosopher AJ Ayer, who wrote the seminal Language, Truth and Logic in 1936, would have made of the phrase ""post-truth politics"". I suspect he would have said plus ca change. And then he would have reminded us that whereas falsity comes by degrees, truth is absolute. Fake news became a big factor in 2016 The idea that there are concrete facts we can agree on as a basis for civilised public conversation has taken a pounding of late. The rise of social media's echo chambers; growth in fake news; state propaganda broadcast in the West (whether Russian, Iranian, or Chinese); and the frenzied campaigns over Brexit and for the White House were all threats to the truth. In 2017 it will be incumbent on all those who believe in truths to prove both that such things exist, and that they are worth knowing. World-class media only has a future if it is financially viable, and throughout the history of commerce, asking customers to pay for products they demand has been the surest guarantee of such viability. Specialist publications from the Spectator to the Economist and the Financial Times have grown their subscriber bases by charging for digital access. So too have general publications like the Times and the New York Times. If consumers recognise that quality costs and are willing to pay - which the growth of Netflix, Hulu and Amazon Prime suggests is the case in television - 2017 could provide fresh cheer. We should know in the coming weeks whether the second phase of the Leveson Inquiry will go ahead, and also whether Section 40 of the Crime and Courts Act - which requires papers to bear the costs of legal action brought against them, even if they win - will become law. Whatever happens, Britain's newspaper industry won't accede to what it sees as state regulation of the press without one hell of a fight. It should never be forgotten that in many parts of the world, being a journalist is still a subversive act. I reported recently that, according to Reporters sans Frontiers, 74 journalists died doing their jobs in 2016. This year, whether that number goes up or down, journalists are certain to be murdered, taken hostage, and used as blackmail. A number of journalists were murdered in Mexico last year The sheer danger of reporting from some parts of the world will make those areas information vacuums. Social media abhors an information vacuum, so our knowledge of places such as Raqqa will continue, unfortunately, to depend on the use of social media by militant groups. One of the most remarkable stories of 2016 was Peter Thiel's war on Gawker. The Silicon Valley entrepreneur was outed as gay by the gossip and news website. In response, he funded a legal action brought by former wrestling champion Hulk Hogan (real name Terrence Bollea), who was furious about the site publishing a sex-tape in which he starred. The action was successful, in so far as Thiel and Bollea won, rendering Gawker bankrupt. Gawker Media, the parent company, was bought by Univision but gawker.com, the flagship site, was shut down. In a piece for the New York Times, Thiel said he would do it again. Which raises the question: will other rich individuals who can finance such legal actions be encouraged to take on media organisations? Perhaps encouraged by Donald Trump's disdain for the ""mainstream media"" (Thiel was a Trump supporter), and the rise of the ""alt-right"", it's just possible that free speech will come under attack in America as never before. Already threatening to overtake Twitter in many key measures, from its user base to market value, the video messaging app's much anticipated Initial Public Offering (IPO), scheduled for the spring, could value it between $20bn and $25bn. Snapchat could be valued for as much as $25bn There are thought to be well more than 10 million users in the UK already, and while Snapchat's growth among the under-30s gives it a unique appeal to advertisers, the really fascinating thing is how new forms of social media are changing our behaviour. Teenagers across the country are sending each other videos - or ""snaps"" - several times a day. What is this doing to our sense of privacy, attention spans, and friendship circles? In 2017, we may begin to find out. A new BBC chairman (or chairwoman) will be announced in the coming days. Whoever gets the role will need to lead a new governance structure, with the BBC Trust having been scrapped and regulatory oversight being passed to Ofcom. With a new 11-year charter having come into force from 1 January, the BBC needs to find substantial savings, focus on ""distinctive content"" and compete with the new predators stalking the media jungle such as Netflix and Amazon Prime. Aside from those challenges, managing the ""Compete and Compare"" strategy announced by director general Tony Hall in 2014, whereby many more programmes will be put out to tender rather than made in house, amounts to a radical rethink of the BBC's place within the industry and our culture more broadly. The future of Channel 4 remains unclear. There has been talk of privatisation, moving to Birmingham or further north, and selling the Channel 4 offices on Horseferry Road in London. A private equity fund could soon offer to buy the broadcaster. But there have been few decisions, as yet. The anxiety this has induced in staff at Channel 4 is considerable. Chief executive David Abraham and chief creative officer Jay Hunt showed, with their purchase of Great British Bake Off, that they have immense editorial ambition. With over Â£1bn in revenues for the sixth year in a row, the channel's unique model, as a public broadcaster that is commercially funded, has worked well. In 2017, the broadcaster should - finally - discover what, and where, it's future will be. Aside from all of the above, there are countless other media trends, themes and stories that will flare up in 2017. Will Adam Crozier move on from ITV, having achieved a turnaround? How many more Chinese people will spend most of their waking hours on WeChat, the remarkable app that has few equivalents in the West? And will digital technology help create a flourishing media sector across Africa, South America and Asia? So 2017 will be very exciting across media. Watch this space. Keir Starmer and Kemi Badenoch clash over a national inquiry into grooming gangs Thousands flee three LA wildfires as forecasters warn worst is yet to come Watch: Timelapse shows rapid spread of Palisades wildfire How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions A journalist's murder highlights risks of reporting in small-town India Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Cryptocurrencies and personal AI: Tech to watch out for in 2025 Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.9999919
"It has been called one of the greatest inventions of the 20th Century, and without it almost half the world's population would not be alive today. A hundred years ago two German chemists, Fritz Haber and Carl Bosch, devised a way to transform nitrogen in the air into fertiliser, using what became known as the Haber-Bosch process. But Haber's place in history is controversial. He is also considered the ""father of chemical warfare"" for his years of work developing and weaponising chlorine and other poisonous gases during World War One. Fritz Haber's work weaponising poisonous gases during World War One was extremely controversial Plants need nitrogen: it is one of their five basic requirements, along with potassium, phosphorus, water and sunlight. In a natural state, plants grow, they die, the nitrogen they contain returns to the soil, and new plants use it to grow. Agriculture disrupts that cycle: we harvest the plants, and eat them. From the earliest days of agriculture, farmers discovered various ways to prevent crop yields from declining over time: by restoring nitrogen to their fields. Manure has nitrogen. So does compost. The roots of legumes host bacteria that replenish nitrogen levels. That is why it helps to include peas or beans in crop rotation. But these techniques struggle to fully satisfy a plant's appetite for nitrogen. Add more, and the plant grows better. That is exactly what Fritz Haber worked out how to do, driven in part by the promise of a lucrative contract from the chemical company BASF. That company's engineer, Carl Bosch, then managed to replicate Haber's process on an industrial scale. Both men later won Nobel Prizes - controversially, in Haber's case, as many by then considered him a war criminal. 50 Things That Made the Modern Economyhighlights the inventions, ideas and innovations which have helped create the economic world we live in. It is broadcast on the BBC World Service. You canlisten onlineand find information about the programme's sources orsubscribe to the programme podcast. The Haber-Bosch process is perhaps the most significant example of what economists call ""technological substitution"", where we seem to have reached some basic physical limit, then find a workaround. For most of human history, if you wanted more food to support more people, then you needed more land. But the thing about land, as Mark Twain once joked, is that they are not making it any more. Haber and Bosch provided a substitute: instead of more land, make nitrogen fertiliser. It was like alchemy. ""Brot aus Luft"", as Germans put it, or ""Bread from air"". From air and quite a lot of fossil fuels. First of all, you need natural gas as a source of hydrogen, the element to which nitrogen binds to form ammonia. Then you need energy to generate extreme heat and pressure. Schematic diagram of the Haber-Bosch process to make ammonia from nitrogen Haber discovered that was necessary, with a catalyst, to break the bonds between air's nitrogen atoms and persuade them to bond with hydrogen instead. Imagine the heat of a wood-fired pizza oven, with the pressure you would experience 2km under the sea. To create those conditions on a scale sufficient to produce 160 million tonnes of ammonia a year - the majority of which is used for fertiliser - the Haber-Bosch process today consumes more than 1% of all the world's energy. That is a lot of carbon emissions. And there is another very serious ecological concern. Only some of the nitrogen in fertiliser makes its way via crops into human stomachs, perhaps as little as 15%. Most of it ends up in the air or water. This is a problem for several reasons. Compounds like nitrous oxide are powerful greenhouse gases. They pollute drinking water. They also create acid rain, which makes soils more acidic, disrupting ecosystems, and threatening biodiversity. Phosphorus and other nutrients can create marine dead zones such as this one in the Gulf of Mexico When nitrogen compounds run off into rivers, they likewise promote the growth of some organisms more than others. The results include ocean ""dead zones"", where blooms of algae near the surface block out sunlight and kill the fish below. The Haber-Bosch process is not the only cause of these problems, but it is a major one, and it is not going away. Demand for fertiliser is projected to double in the coming century. In truth, scientists still do not fully understand the long-term impact on the environment of converting so much stable, inert nitrogen from the air into various other, highly reactive chemical compounds. We are in the middle of a global experiment. One result is already clear: plenty of food for lots more people. If you look at a graph of global population, you will see it shoot upwards just as Haber-Bosch fertilisers start being widely applied. Again, Haber-Bosch was not the only reason for the spike in food yields. New varieties of crops like wheat andricealso played their part. Still, if we farmed with the best techniques available in Fritz Haber's time, the earth would support about four billion people. Our current population is around seven and a half billion, and growing. New strains of rice such as the IR8 variety first planted in 1967 also boosted the global food supply Back in 1909, as Haber triumphantly demonstrated his ammonia process, he could hardly have imagined how transformative his work would be. On one side of the ledger, food to feed billions more human souls; on the other, a sustainability crisis that will need more genius to solve. For Haber himself, the consequences of his work were not what he expected. As a young man, he converted from Judaism to Christianity, aching to be accepted as a German patriot. Beyond his work on weaponising chlorine, the Haber-Bosch process also helped Germany in World War One. Ammonia can make explosives, as well as fertiliser. Not just bread from air, but bombs too. When the Nazis took power in the 1930s, however, none of this outweighed his Jewish roots. Stripped of his job and kicked out of the country, Haber died, in a Swiss hotel, a broken man. Tim Harford is the FT's Undercover Economist.50 Things That Made the Modern Economywas broadcast on the BBC World Service. You canlisten onlineand find information about the programme's sources orsubscribe to the programme podcast. In the future, will farming be fully automated? Prince of Wales joins soil boosting project 'Significant' fertiliser boost needed Call to cut island fertiliser use BBC World Service: 50 Things That Made the Modern Economy Keir Starmer and Kemi Badenoch clash over a national inquiry into grooming gangs Thousands flee three LA wildfires as forecasters warn worst is yet to come Watch: Timelapse shows rapid spread of Palisades wildfire How Canada's immigration debate soured - and helped seal Trudeau's fate 'I can't get divorced as I can't get my pension valued' BBC Sound of 2025: Barry Can't Swim is a new dance music superstar Ros Atkins on...Elon Musk's political interventions A journalist's murder highlights risks of reporting in small-town India Jean-Marie Le Pen - founder of French far right and 'Devil of the Republic' Cases of HMPV are on the rise in China - but what is it? Cryptocurrencies and personal AI: Tech to watch out for in 2025 Politics Essential: Get the latest news and analysis delivered to your inbox every weekday Delivering brand-new miracles in 1970s East End Watch the latest series of Call the Midwife on iPlayer now Mark-Anthony Turnage shares the soundtrack of his life Once called 'Britainâs hippest composer', he's tackled topics from drug abuse to football in his work Paddyâs loaf-changing experience inside the bread factory Paddy McGuinness visits the bread factory he used to work in, and sees how they make 1.4 million loaves a week What's behind the global surrogacy boom? More countries are banning surrogacy â but demand is growing Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Negative,0.02156252
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Iraq was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. At least 56 people are killed in a prison riot in Amazonas state in northern Brazil. At least 56 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary and images as world number one Michael van Gerwen beats Gary Anderson 7-3 in a record-breaking match. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Negative,2.7690952e-05
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Iraq was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. At least 56 people are killed in a prison riot in Amazonas state in northern Brazil. At least 56 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen leads Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Positive,0.9999995
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Taji was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen leads Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Negative,0.0046876785
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Taji was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen leads Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Positive,0.99999595
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Taji was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen leads Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Positive,0.9999907
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Taji was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen leads Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Positive,1.0
" So-called Islamic State says it carried out the new year attack on an Istanbul nightclub which killed 39. A second girl dies after an apparent hit-and-run in Oldham on New Year's Eve. The Ministry of Defence says the death of the soldier in Taji was ""not the result of enemy activity"". Spain detains Moroccans who tried to smuggle Africans into Ceuta - hidden in a car and a suitcase. A couple missing overnight in ""Arctic"" conditions in the Cairngorms are found alive. Bradley Lowery who took to the pitch for his beloved Sunderland wins the Goal of the Month award. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. More than 60 people are killed in a prison riot in Amazonas state in northern Brazil. The locations of England's first garden villages - and three new garden towns - are revealed. BBC One's idents that play in between shows are replaced after 10 years with a ""diversity"" campaign. Uproar in Argentina as new year's message by a ministry excludes the Falkland Islands from a map. A brother and a sister are believed to have been among three people found dead at the foot of cliffs in Dover, police say. Supermarket chain Tesco cuts the price of women's disposable razors to match similar products for men. An American woman alleged to have travelled thousands of miles to commit a child sex offence in north Wales appears in court. The wise-cracking rapper taking on male-dominated hip-hop The man who runs a photo studio for endangered species Hot gadgets to watch out for at the CES expo Will Africa stand, kneel, squat, fall or rise in 2017? How I was digitised as a video game character Where are the black dolls in high street stores? Live text commentary, images and social media as Dutch world number one Michael van Gerwen draws level with Scotland's defending champion Gary Anderson. Discovering the secrets of animals across the globe Five resolutions you should try to keep in 2017",Negative,1.5520823e-07
